tay,english,source,kindOf,dialect
"otox alang Tayal ga togan hopa nko lnhoyan gaga naha, yani hayi ms'otox gaga""","""ms’utux litan""",FormosanBank/Corpora/ePark/XML/ep2_文化篇/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"kwara mnaki lobow"" nko c'oli babaw cinbwanan hani ga",nanak lubuw na Tayal ru Scyek maki Taywan hani ga myasa calay knryasan nya,FormosanBank/Corpora/ePark/XML/ep2_文化篇/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"knita mo ga skayan ta ke' knxan Tayal""","spgluw nya ku tkba’an sku CD.""",FormosanBank/Corpora/ePark/XML/ep2_生活會話篇/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"lokah ta kwara, t'aring ta la.",Hello everyone. Here we go.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
toli! tatok tonox.,Please stand up! Salute!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
lokah so psba biro.,Hello.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
tama kwara.,Please sit down.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
lokah ta kwara. kisa ga sba'an cimo nya psba biro sankeno kmayan nni'on ke ta Tayal.,Hello everyone. Today I am going to teach you how to say food in Tayal.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ba'on so mong ke na psba biro?,Do you understand what the teacher says?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"psba biro, ini mo ba'iy. kayan cikah loyi ma?",I don’t understand. Can you repeat it again?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ini mo pongiy, hopa cikah hngiyan so ma?","I can’t hear you, can you speak louder?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
kita cahay kwara! pglow kinang mlpow loyi.,"Look here, please! Repeat after me.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
myasa ci nlpow mamo.,It’s very well read.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
lpow loyi. hopa cikah hngiyang mamo.,Read it again. Please speak louder.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
iya htow hngiyang. iya kayan ke.,Please be quiet. Don’t talk.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
agan biro mamo.,Please take out your textbook.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ango, psba biro.","Yes, sir.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
agan bbrwan mamo.,Please take out your pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"psba biro, waya mo yngyan bbrwan mo la.",I forgot to bring my pen.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
agan ccong mamo.,Please take out the eraser.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"psba biro, waya mo yngyan ccong mo la.",I forgot to bring my eraser.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ksiyo cikah ccong nya mlow m'was biro syaw so.,Please borrow erasers from your classmates.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
syogiy co cikah ccong so ma?,Can I borrow your eraser?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
maso ta tkba biro la.,Class is over.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"tehok cahay tkba'an ta, pkita ta 'nyan otox hngawan loyi.","Class dismissed, see you next week.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima iso?,Who are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima iso?,Who are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"la'i co nya Pasang, Hayong kinang.","I am Pasang’s son, my name is Hayung.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima iso?,Who are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"tkba biro co nya Yokan, Wilang kinang.","I am a student of Yukan, my name is Wilang.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima lalo so?,What’s your name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
lalo mo ga Yohaw.,My name is Yuhaw.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima lalo yaba so?,What’s your father’s name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
Yomin lalo yaba mo.,My dad’s name is Yumin.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima heya?,Who is he?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
heya ga Watan.,He’s Watan.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"heya ga soyan mo, Temo lalo nya.","He’s my brother, his name is Temu.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima lalo nya?,What’s his name?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
lalo nya ga Toli.,His name is Toli.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
Wasaw lalo nya?,Is his name Wasaw?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ango, Wasaw lalo nya.","Yes, his name is Wasaw.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
Piho lalo nya?,Is his name Piho?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"iyat, Take lalo nya.","No, his name is Take.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima c'oli haca?,Who is that guy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"heya ga Pisoy, heya ga yata mo.",She’s Pisuy. she’s my aunt.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima c'oli haca?,Who is that guy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"heya ga lpyong mo, lalo nya ga Yayot.",She is my friend and her name is Yayut.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
pisa kawas so mico?,How old are you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
mpo kawas mo mico.,I am 10 years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
pisa kawas nya heya?,How old is he?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
mpo sa'ing kawas nya heya.,He is 12 years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
pisa kawas yaba so mico?,How old is your father?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
myiman kawas yaba mo mico.,My father is 50 years old.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
pisa he kwara mtswe so?,How many brothers and sisters do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
sa'ing soyan mo ro otox sswe mo.,I have two brothers and sisters and one younger brother and sister.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
kyan soyan so mlikoy?,Do you have a brother?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ongat soyan mo mlikoy.,I don’t have a brother.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
pisa he kwara otox sali mamo?,How many people are in your family?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
payat he kwara sali myan.,There are four of us in our family.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo so m'was biro ino?,Where did you study?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
nyo co m'was biro Nango.,I studied in Nango.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima heya?,Who is he?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
heya ga mama mo.,He is my uncle.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
lalo cyo nya ptyawon mama so?,What does your uncle do for a living?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
heya ga kesaco.,He’s a cop.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ima c'oli haca?,Who is that guy?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
heya ga soyan mo nerin.,She’s my sister.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo mtiyaw soyan so nerin?,Does your sister have a job?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
heya ga cyo mtiyaw beh pkhgop mga'ing.,She works in a hospital.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
mtswe sa'ing naha?,Are they brothers and sisters?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"iyat, naha ga lpyong.","No, they are friends.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
'tayal so?,Are you Aboriginal?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ango, Tayal cako.","Yes, I’m a Thayan.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
'tayal bes so oyi?,Is your spouse Aboriginal?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ango, ana ga heya ga Bonon.","Yes, but she’s a Bunun.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
hlawax ci yaba so?,Is your father very tall?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ango, hlawax ci kwara otox sali myan.","Yes, we are all very tall.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo m'was biro sswe so nerin la?,Does your sister go to school?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ang, cyo m'was biro la.","Yes, she went to school.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
kba kmayan ke Tayal sswe so?,Do your siblings speak the language?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ang, kba kmayan ke Tayal kwara naha.","Yes, they speak the ethnic language.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
pisa he kwara mtswe so?,How many brothers and sisters do you have?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
togan he kwara mtswe mo.,I have three brothers and sisters.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo so mlow maki yaba yaya so?,Do you live with your parents?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ang, nyo co mlow maki yaba yaya mo.","Yes, I live with my mom and dad.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo so mlow maki oba oya so?,Do you live with your grandparents?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"ini, ini co glow naha maki.","No, I didn’t live with them.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo so mlow maki ima?,Who do you live with?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
"nyo co mlow maki yaba, yaya ro soyan mo mlikoy.","I live with my father, mother and brother.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
kahon so ino mwah?,Where are you from?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
kahon co Girang mwah.,I’m from Yilan.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo maki ino sali mamo?,Where is your home?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo maki Girang sali myan.,Our home is in Yilan.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
ino ko knholang so?,Where is your hometown?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
knholang mo ga Nango.,My hometown is in Nango.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo ino alang mamo?,Where is your tribe?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
cyo beh llyong Mklesan alang myan.,Our tribe is in the Greyfriars watershed.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
knwan mosa so alang so?,When are you going back to the tribe?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
hngawan 'bagan ga mosa co kryax.,I will go back in the summer.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol
