ami,english,source,kindOf,dialect
Madodem no to'em ko cidal.,The sun is hidden by clouds.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Madodem to ko cidal.,It is almost sunset.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Madodem ko dadingoan ako.,My glasses are fogged up.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
dodoh no tiftif,container for mouth harp,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Madoka' ko faloco' nira.,His feelings are hurt.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
ciepocay,has value,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
awaay ko epoc,no use,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O fa'inay ako konini.,This is my husband,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Safa'ina'inayanen ko faloco' iso.,Be courageous.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
fa' lohen ko faloco' iso.,Renew your heart.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Fa'lohay ko loma' ako.,I have a new home.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masafa^loh ko faloco' ako.,My attitude has changed for the better.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O fadic aca ko ma'araway,Only the surface is evident,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
fadisoso' a epah,wine,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
o ifafaeday,the things that are above,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pafafahien cingra.,Get him a wife.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
fafoy no lotok,wild boar,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kafahalan a tamdaw,a stranger,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kafahalan a demak,something that came up suddenly without notice,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Talifahal ira cingra.,He appeared suddenly,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kafahka'an a demak,something amazing,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
"paka'araw kako 'i, safahka' kako.",When I saw it I was amazed.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ana: a mafalah no was kako.,What if God should reject me?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
masafalatay a fali,wind blowing straight across from the east,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pafalaten nira ko loma'.,He put up the crossbeams of the house.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O fali ko sowal nira.,His words are useless.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Palafalifali han nira ko sowal ako.,He put to the wind.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pafalien ko yofo.,Put air in the inner tube.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafafalic kita to tayal.,Let's take turns working.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Falicen ko riko' iso.,Change your clothes.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Falicen ko payso iso.,Change your money.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Falicen ko faloco'.,Repent.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Falicen a no'Amis ko sowal.,Translate into Amis.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
o nga'ayay a faloco' iso,your conscience,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Adada ko faloco' ako.,1. My feelings are hurt. 2. I have heart pain.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Safa'inayen ko faloco' iso.,Be brave.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
'Atkak ko faloco' nira.,His heart is stubborn,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Falicen ko faloco' iso.,Change your attitude.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Kafana'an to ko demak nira.,What he does is known.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O mafana'ay cingra.,He is the one who knows the most.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
o pasifana'ay,teachers,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
safanaway ko nanom.,Water is collected into a large puddle or pond.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
misafangcal to faloco',to make changes in attitude,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
misafangcal to demak,to do work very well,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
misafangcal to loma',to fix up the home very nice,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O safangcalan no was kita.,God cleansed,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
palafangcal nira kako.,He made me good.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafasaw ko hemay.,The rice is cold.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafasawto ko keter ako.,My anger is cooled off.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafasawto ko faloco' ako to saki ngraan.,My heart has grown cool towards him.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafawfaw ko pinaro no paliding.,The load in the cart bounced out.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafecak ko sera.,The ground is cracked.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafekot ko tireng nira a mitolon.,He is bent prostrate praying.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
fafelih ko tilid.,The writing is side by side.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Nengnengen ko felih noya payci.,Look at the other side of that coin.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Fihfihen nira ko riko' nira.,He waved his garment.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafilo iso konini haw?,Is this thing possible by you?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pakafilo kiso tonini a demak?,Are you able to do this?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
roma a finacadan,biblical term for Gentiles,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
finawlan no kawas,God's people.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misafinawlan ko ngcah.,Amis people do things as a large group.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
safirofiro,to look for a way out of a situation,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
safita'o'ay a nanom,a puddle of water,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Malafiyaway kami.,We are neighbors.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafiyok no fali ko kafong ako.,The wind blew off my hat.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
misafodawanay a tamdaw,a coppersmith,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
fodo' a fo'is,a bright shining star or planet,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mafohat ko faloco' ako.,My heart is open.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misafola to fafahi no tao cingra.,He committed a sexual act against the wife of another.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
safolad ko nika awa nira.,He has been gone a month.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
saka cecay a folad,January,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
saka mo^tep a folad,October,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Talafolang ko ngoyos nira.,He foamed at the mouth.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O cifongohay cingra.,He is smart,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Forsenan ko faloco' no tamdaw.,The people are unresponsive.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Kafoti'.,Lie down.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Caay ka ala ko fafoti'en.,couldn't sleep,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
wiro fafoti' kiso saw?,Why are you still sleeping?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
hacol no kolong,cow milk,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
hacol no ina,mother's milk,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hacowa ko 'aca?,How much does it cost?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ano hacowa cingra a tayni?,When is he coming?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ihacowa ira?,When did he come?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hacowa ko fana' nira?,How much does he know?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Haenen ko demak.,Do it like this.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mahaen ko sowal. nira.,That is what he said.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O tatiihay a tamdaw i kinahated hanto ao tatiihay ko demak.,An evil person persists in not changing his ways.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mihay cingra to sowal ita.,He agreed to what we said.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Malahakelong kami tatosa.,The two of us went together.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Cihakelong kako.,I have someone to go with me.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hakelongen ko sowal no mama ato ina.,Obey your parents.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mihakeno tiro Yisan.,Peter denied Jesus.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hakianini kita a malawidang.,We will start now being friends.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ano hakowa aira?,When will he come?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ihakowa a mafana' kiso?,When did you know?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Caay ka kowa ko payso ako.,I don't have much money.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Misahalaka kita to sakatayraaw.,We are making plans to go.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
o nisahalakaan,plans that have been made,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Halhalen nangra kami a misalafang to tolo a romi'ad.,They entertained us as guests for three days.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pacakaten ko fayang a pahalhal to fali.,Raise the sail for the wind to catch.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Haliina kako.,I love my mother.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Haliepah cingra.,He is addicted to the bottle.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Tayra cangra. Halo ako a tayra.,They went. I also went.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
cihanaay a mowa,Roselle,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Haop han nira ko tokos.,He took over the whole mountainside.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mihaopay ko pikowan no was.,God rules over all.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pakahapinang to faloco' ita ko was.,God is able to discern our hearts.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mahapinang ko keter nira.,His anger is evident.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Maharateng nira ko sowal ako.,He remembered what I said.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Haratengen ko sowal nira.,Don't forget; remember what he said.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
O papiharateng nira i takowanan to so'elinay a demak konini.,What he is doing is making me consider what I really ought to do.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
nao harateng ako i,what I had thought was...,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
harateng kako,I then thought...,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hatinien ko demak.,Do it like this.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
"To hatiniay i, awaay ko nanom niyam.",All this time we have had no water.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
ano hatini.,right now,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
To hatiniay a halafin i,All this time...,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
ano hatira i,in that case,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hatiraen ko demak.,Do it like that.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Hatiyaen onini a demak,Do it like this.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Haydaenho.,Don't stop yet.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ciheciay to ko demak ako.,My work is accomplished.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Pahecien ko sowal.,Clarify what you are saying.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Ciheciay ko demak nira.,What he did has fruit.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Adihay ko heci no panay.,The rice is heavy with grain.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Masahefohefong ko 'ongcoy.,The rock is hollowed out.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mipanay cangra i hefongay a omah.,They were harvesting in a valley.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
I hekal ko sowal nira.,What he said was very clear.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Mahepol to ko raraw nira.,His sins are forgiven.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
herek no lahok,after the noon meal,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
paherek to ko tayal nira.,His work is finished.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
I paherekan no tayal nira,after his work is finished,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
paherek to ko keter no was to raraw.,God has been satisfied concerning sin.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
mahetec ko tireng,to become skinny after being fat,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
hawitid cingra.,He separated himeself.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
hawitid cingra.,He was not included.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
mihoka' to faloco',to open the heart,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
ano honi,in a moment,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
ihoni,a few moments ago,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
honihoni,frequently,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Malahorac ko faloco' nangra.,Their hearts became empty.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
howak no riyar,Wigeon,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
tilo ldek.,rainbow,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
o i ikoray,those who come afterwards,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Imengen cingra.,Guard him in prison.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Panokayen cingra ciinaan iso.,Send him home to your mother.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
o iingiday nira,the one along side of him,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
ira sato,to be at this point,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
samaanan iro tomangic cingra?,What brought on his crying?,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Itinienho.,Put it here for awhile.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
I tiraen.,Put it there.,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
o i tiyaay ho a tamdaw,the people of a former time,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
tiya aca,from then on,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
iyo no fitoka,medicine for stomach,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
sapaka^so'an,looks good tasting,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
i emangan ho,during one's youth,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kaemed ko faloco',responsive heart,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
misakaemed to demak,do something the easy way,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kaemed ko 'aca,cheap price,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kaemi ko faloco',responsive,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kaeped ko sowal,to be soft-spoken,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kaeped ko kamaro'an,soft place to sit,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kaeped ko sera,ground is easy to work,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kafesa' ko sowal,speech is not interesting,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
kafesoay a kenaw,the green tops of round onions,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
Makakafit kita aci Yis.,We are related,FormosanBank/Corpora/Virginia_Fey_Dictionary/XML/Amis.xml,standard,UNKNOWN
