szy,chinese,source,kindOf,dialect,row_type,split
mapoling,跌倒,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
masamel,睏,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
masanek,聞,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
masay,藤類,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
masowab,打哈欠,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mata,眼睛,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matalaw,害怕,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matawa,笑,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matawid,嚇一跳,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matengil,聽,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matihoway,跛腳,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matimtim,舔,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matineng,知道;會;懂,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
matomes,滿,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
maongong,燒焦;烤焦,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
maozipay,活的,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mawmah,除草,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mazohem,熟,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miabibi,抱著,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miacak,曬乾,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miakik,烤,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miala,拿著;拿取,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miasik,掃;打掃,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miawaw,喊;邀請;呼喊,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miazih,看,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibaesing,打噴嚏,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibakah,丟棄,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibanaw,洗,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibelsiw,砍草,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibidah,剝樹皮;剝果皮,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibolsak,播種,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micakay,買,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micaliw,借出,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micaliway,經過,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micikcik,切,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micocok,刺,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micodad,讀書,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micodaday,學生,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micozoh,推,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
midang,玩;玩耍,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
midangoy,游泳,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
midimot,藏起來,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
midipot,照顧;看護,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
midisdis,削,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
midodoc,模仿,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miedap,幫忙,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mienoc,吞下,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mihalhal,等待;迎接,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mihca,年,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mihemek,踩踏,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mihowad,抬著,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mihoyahoy,搖動,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikacaw,爬;爬樹,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikalat,咬,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikayakay,爬山;爬,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikelid,帶走;攜帶;提著,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikemet,閉,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikidis,磨利,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikilim,尋找,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikitin,牽手,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikolikolin,滾落,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikoskos,抓癢,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mikotkot,挖掘,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
milamec,掐,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miletek,砍;砍伐;砍樹;折斷,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mililoc,洗;洗澡,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
milimad,移動;搬動,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
milisimet,整理,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
militlit,割草,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
minaboy,爬行,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
minanam,學習;練習,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mingihngih,炒,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miniwaniw,拔草,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mipatay,死亡,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mipatobeli,回應,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mipedek,折,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misahemay,煮,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misait,剪,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misakakawaw,工作,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misakamo,說,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misalamal,點火,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misaosi,數;算,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misaydan,醫生,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miselip,吸取,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misiket,捆綁,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misipasip,塗,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misipo,擦拭,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misiwasiw,篩,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misolit,寫,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
misolol,答應,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitebing,摸;觸摸,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitengil,問;詢問,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitengteng,拉;拉牛;牽牛,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitiik,打,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitodoh,燒,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitokod,踢,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitoto,烘烤,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miobi,偷竊,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
miwawah,打開,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mizakep,抓;捉,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mizizaw,拜訪,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
moangic,哭,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mocolil,走路,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mocomod,進入,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
modadiw,唱歌,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
moeneng,坐;住;居住,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
moesos,放屁,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mokan,吃;喝,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
moko,扛;揹負,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
molekal,起來;起床,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
moli,海葡萄,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
motizeng,站立,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mowa,苧麻;麻薏,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
naba,臼,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nacila,昨天,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nanom,水,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nasawni,剛才,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nayaan,何時,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ninel,地震,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngangan,名字,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngangay,口水,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngayangay,獵寮,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngayngay,客家人,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngazoy,下巴,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngelab,湯匙,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngipen,牙齒,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngitih,夢,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pabeli,給;贈送,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paboy,豬,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pacakay,賣,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pacaliw,借入,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pacocok,注射,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
padahaw,大腿,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
padingad,鳳梨,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paeno,種子,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pahabay,飼養;豢養,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pahalhal,準備,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pahanhan,休息,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pahko,過貓,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pakanen,餵食,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pakayza,從,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pakongko,講故事,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
palang,老鷹,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paliyon,換;替換,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paloma,種植,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
panan,門,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pangkiw,一半;一對物品的某一半,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
papah,葉子,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pasayza,往,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paysin,禁忌,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
payso,錢,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
piciki,髒,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pina/papina,多少,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pito,七,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
podac,果皮;樹皮,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
podoh,螞蟻,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
poenel,矮,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
potah,庭院;家屋前的院子,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saba,弟弟,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sabana,妹妹,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sanglac,白色,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapaiyo,藥,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapakan,餌,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapaloma,種苗,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapiemic,夾子,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasait,剪刀,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasingalan,窗戶,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasipo,橡皮擦,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasiwasiw,篩子,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saowac,小溪;河流,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sawsawni,經常,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sayto,菜刀,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
selit,滑的,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sema,舌頭,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sepat,四,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sikawaw,勤勞,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
singsi,老師,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
siwa,九,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sizi,羊,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
solda,雪;冰,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
somanah,紅色,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sonsoli,李子,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tabaki,大;粗,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tabo,包起來,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tabokod,網子;漁網,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tademaw,人,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tadok,鴨,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
taengang,躺,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
takal,桌子;書桌,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
takelal,天亮,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
takolaw,喉嚨,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tali,芋頭,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tamolak,南瓜,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tanang,汗水,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tangah,頭,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tangila,耳朵,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tanod,杵,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tapoko,天空,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatak,鋤頭,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatama,男性;男人,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatangahan,枕頭,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatangila,木耳,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatayna,女性;女人,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatelecan,腰部,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
taywan,閩南人,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tayza,去,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tebos,甘蔗,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
teliteli,雨滴,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tenes,久,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tenon,編織,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tiekok,蛋;卵,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tini,這裡,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tipos,稻穀,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
titi,肉,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tiza,那裡,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tobah,地瓜;甘藷,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tokal,梯子,Formosan-NTU/Final_XML/Grammar/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
