tay,english,source,kindOf,dialect,row_type,split
yimox,peach,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kaway,plum,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
warang,tomatoe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kolok,cucumber,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ninzing,carrot,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mogi,wheat,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lngay,yam,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lpot,cypress,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
giya,seed,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ome,plum,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
zyabong,grapefruit,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kobo,cotton,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
labas,guava,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
biro,book,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pila,money,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
boro,ball,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hanray,table,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
rengwa,telephone,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bbrwan,pen,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tman,chair,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
iyo,medicine,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tennaw,computer,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
roko,umbrella,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
toke,watch,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
prahit,hook,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
snyo,rope,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
rong,needle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ara,twig,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
loko,sieve,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
litox,knife,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
xone,ship,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
karak,scissor,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bagah,charcoal,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bakit,bucket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pnilaw,light,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
omok,lid,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pkogos,spatula,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
koyang,filth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
helaw,quilt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pyato,bowl,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ami,net,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
rhen,saw,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kopo,cup,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
yobing,bag,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ksyaman,turner,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
p'ro,axe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
prahet,tong,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pa,bedding,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
potot,stalk,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kita,mirror,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
y'aya,tool,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sopeh,wok,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
syopan,bottle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
syazi,spoon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sara,dish,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
syasing,photograph,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sekeng,soap,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
helok,comb,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tokan,sling,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ksawas,fan,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
limok,stockpot,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pinsyang,refrigerator,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
terebi,television,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tnoxan,pillow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
toting,hammer,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hocyo,cleaver,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ccong,eraser,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
takin,basket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
to'i,road,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
gong,creek,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
behoy,wind,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sona,sand,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
oraw,soil,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
llyong,stream,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
cilong,lake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bling,cave,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lkyox,cavern,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mwalax,rainy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
wagi,sun,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
byacing,moon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kayan,sky,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bengah,star,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
walax,rain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hla'i,snow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kmisan,winter,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
'bagan,summer,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mbicyo,thunder,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
coyo,dew,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
yolong,cloud,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ghelo,smoke,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
poni,fire,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kori,ice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bnyo,earthquake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lotox,shadow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mabehoy,typhoon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tlaka,frost,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sali,home,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tobong,window,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
blihon,door,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
btonox,stone,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lmo'i,roof,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hongo,bridge,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tatak,shack,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bokan,toilet,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lwax,pillar,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
rangrang,stair,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
nryang,wall,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
gbyan,evening,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hesa,yesterday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
coxan,tomorrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kisa,today,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sasan,morning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
'lyan,daytime,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ko'ong,darkness,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
boyan,continue,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
cmyax,gleam,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
gbyan,night,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
'lyan,afternoon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tmoting,o'clock,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kawas,year,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mico,now,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
iyik,inside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bawi,above,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
gleng,front,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hogan,below,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
cka,middle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tanox,outside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
syaw,side,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
b'bow,top,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
ong,nook,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
hmenas,pass,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
m'omah,hoeing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
gmiya,sowing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
karoh,backhoe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kho,warehouse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
xiryo,manure,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
wara,straw,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
boni,bow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kokok,spear,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pnelo,arrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
srgan,bait,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
patos,gun,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
psani,taboo,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
spi,dream,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mhgok,witchcraft,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kyokay,church,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lotox,ghost,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kbobo,hat,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lokos,dress,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
tminon,weave,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
yopon,pants,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
gali,torn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
habok,belt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kgi,ramie,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
pala,cloth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
yamin,shoe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
thawak,skirt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
toyah,breastplate,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lokos,jacket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
baso,bus,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
zitengsya,bicycle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
taya,tire,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kaso,ship,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
toroy,car,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kisya,train,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
myox,rice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
'sya,water,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
rami,dish,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
owaw,wine,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
cimo,salt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
baying,egg,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
abora,oil,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
sheya,taste,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
iyong,soup,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
erang,beans,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
raykong,daikon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
bwax,grain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
mneya,porridge,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
lmyon,millet,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
kmcya,sugar,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Atayal/YilanZeaol_Atayal.xml,standard,Yilan Zeaol,lexeme,train
