tsu,chinese,source,kindOf,dialect,row_type,split
emopeohʉ,走下,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peipeis'aosna,行為、動作,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
papcinva,為他人洗澡,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tos'ongko,幫他人取名字、命名,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
na'vama,父子或父女,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
na'ina,母女或母子,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tateoyoyona,寫在一起、一起算、合計,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cmʉcmʉ'ho,持續到來,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
a'pʉ'pʉyʉ,集中、收集,Formosan-ePark/Final_XML/ep3_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'o&rsqoo;otohva,飲食器具,Formosan-ePark/Final_XML/ep2_文化篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ok'a,沒有[表擁有的否定],Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
o'a,沒有[表過去沒有作某事],Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'ote,不要[表未來不要作某事],Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'ote,別;不要[祈使句用],Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
av'o,狗,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ngiao,貓,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feʉ'ʉ,豬,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'oachomo,牛,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
moatʉ'nʉ,羊,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nghoo,猴,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
bohci,鼠,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
teo'oa,雞,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
zomʉ,鳥,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yoskʉ,魚,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
bʉvnʉ,花,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kokozo,草,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
evi,樹,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ehʉngʉ,葉子,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
f'oe,地瓜,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pohe,玉米,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pai,稻子,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cnʉmʉ,香蕉,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hov'o,橘子,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tʉfsʉ,甘蔗,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
.....ʉm'ʉmnʉ,好,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'aveoveoyʉ,謝謝,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mino,來,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ohne'e,去,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
espayo,出現;出來,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
bonʉ,吃,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yʉc'ʉ,起床,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
oengʉtʉ,睡覺,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pasonaeno,唱歌,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'otole,跳舞,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tma'ongko,畫圖,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yoyaso,玩耍,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mʉchʉ,下雨,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mainca,說,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tmalʉ,聽,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
baito,拜訪;探望,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ʉmnʉa,喜歡,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
meelʉ,會;能,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peelʉi,會、可以,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'aʉnpʉnpʉ,隨便,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
a'hi'hisi,浪費,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
meoisi,大,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
man'i,多,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kakotia,少,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ecvʉhʉ,重,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sop'o,輕,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tacvoh'i,長,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nanʉhtʉ,短,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
bankake,高,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cʉecʉ,矮,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cʉecʉ,低,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yongho,美麗;好看;漂亮,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mʉʉlʉlʉ,英俊,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kokaekabʉ,快樂,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tvaezoya,勤勞,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yontan'e,在,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yon-,在,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
talʉi,聽,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
aiti,看,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yosohngo,坐下,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yac'ʉ,起立,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ana,吃,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hovahi'sioyokeoaso!,再見了!祝你健康!,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hie,日子;天,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
maitan'e,今天,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taseona,早上,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yofna,晚上,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tatposa,顏色,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
koa'onga,黑,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fʉecʉ'za,白,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fʉhngoya,紅,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
foengo,山,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
emoo,家,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'oyona-tmopsʉ,學校,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hie,太陽,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feohʉ,月亮,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
congeoha,星星,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cmʉcmʉ,雲,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hiyoyo,彩虹,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
engʉca,天空,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tposʉ,書,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
smaofsoso,橡皮擦,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pangka,桌子,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ca'hʉ,椅子,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peiso,錢,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yʉsʉ,衣服,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hoosoa,雨傘,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tenva,電話,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mali,球,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yac'ʉ!,起立!,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yosohngo!,坐下!,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
toatmopsʉ,去讀書!,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
amo,爸爸,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ino,媽媽,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ak'i,祖父,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ba'i,祖母,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ohaeva,哥;姊,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ohaesa,弟;妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nanat'ot'ohaesa,兄弟姊妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
oko,小孩,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hahocngʉ,男,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mamespingi,女,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nanghia,朋友,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
leaotothomʉ,醫生,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mcoo,眼睛,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
koyo,耳朵,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ngʉcʉ,鼻子,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ngayo,嘴巴,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hisi,牙齒,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fngoo,頭,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
f'ʉsʉ,頭髮,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sapci,臉,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
emoco,手,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
t'ango,腳,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ongko,名字,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pasoya,男子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
voyo,男子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yavai,男子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sayongo,女子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
paicʉ,女子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tanivo,女子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
a'o,我,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
noo'o,我的,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
soo,你,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nooso,你的,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taini,他,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nootaini,他的,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
a'mi,我們,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
moo,你們,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
noomo,你們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hin'i,他們,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
noohin'i,他們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
eni,這個,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tonoi,那個,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tan'e,這裡,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ta'e,那裡,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
siya,誰,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
coma,什麼,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
piyo,多少,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
coni,一,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yoso,二,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
toyo,三,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sʉptʉ,四,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
eimo,五,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nomʉ,六,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pito,七,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
voyo,八,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
siyo,九,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
maskʉ,十,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mposko,二十,Formosan-ePark/Final_XML/ep3_句型篇國中/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'aveoveoyʉ.,感謝!,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'aveoveoyʉ.,謝謝。,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
noana'o,很久,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mico,已經,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mito,我們有,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yopteʉlʉ,相見,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
os'o,我有,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ok'a,沒有,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hioa,做,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ahton'a,那麼,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ohne,去,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
emoo'o,我家,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
engocha,帶領,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'o'okoso,你的孩子,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ta'o,我將會,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yokeoaso,祝健康,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ongkoso,你的名字,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
nanghia'o,我的朋友,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
i'mi,從,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
aʉsvʉtʉ,學習,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
maaya,日本,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taivang,台灣,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
h'oe'ea,語言,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
coo,鄒族,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kaebʉ,高興,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
honga,認識,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
maezo,也是,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
asonʉ,也許,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
na'no,非常,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
af'ʉehʉ,痠痛,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
t'ango'o,我得腳,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
maica,這樣,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ango,過於,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
smaina'o,走太久,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
meelʉ,可以,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tosvon'a,停一會兒,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fato,石頭,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
covhi,遠,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mais'a,好像,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
av'ohʉ,走得動,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pofngoa,用頭背,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yongkoso,你的背蔞,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pasvo'ha,搬得動,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
topeasmo,下小雨,Formosan-ePark/Final_XML/ep2_生活會話篇/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
