dru,english,source,kindOf,dialect,row_type,split
makataamani,tangerine,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'aelrenge,flower,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tahamonahe,pumpkin,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'olrao,weed,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
makatamalie,corn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
valevale,bamboo,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pihingi,branch,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
madho,fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pangodhale,pineapple,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'olrao,grass,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
a'edhe,rattan,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
miimilriki,peach,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vonoadhe,plum,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tangadhae,treetop,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
calringalringa,agaric,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tomato,tomatoe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'amici,root,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tavolrolo,cucumber,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ningzing,carrot,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
mogi,wheat,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
talaace,yam,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
va'ali,cypress,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'alredheke,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'epe,seed,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vaitongo,grapefruit,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tamako,tobacco,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kolroto,cotton,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
liyavisi,guava,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
solate,book,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
paiso,money,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lrokolo,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
cokoi,table,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lingilingi,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'asolasolate,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ta'ele,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
savo'oe,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tinnao,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
soko,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
toki,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'akaili,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
cai'i,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
inemai,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
holroso,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'avelre,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ako'edhe,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
apange,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kaciya,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
hangele,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vakico,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dhingki,light,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'akohovohovongo,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ako'iko'idhi,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kodholro,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
avoko,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
takopili,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'asiyo,net,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ahisihisihisi,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
solate,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'aongo'ongolo,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
soosovongo,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ahingihingihingi,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lridhoko,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'akapikapici,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
sohoho,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ano,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lingo,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ahakiki,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
sasavelrae,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
paniya,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kidhingi,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
salra,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
sasingi,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
sikingi,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
haoso,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vilo,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'avidhividhividhi,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
totapa'ilralranae,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pingsiang,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tinse,television,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lralingi,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ta'ele,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'akongokongokongo,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ako'edhe,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'acocaocao,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vakahe,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
valrevalre'ae,road,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lrana,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ve'eve'e,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
enai,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dha'e,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dhakehale,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
valro,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tapatolrengae,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
takavecakae,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lovange,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
idhomolo,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'olraae,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
losongo,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dhapedhape,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
talava'a,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
odha'olo,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
koli'i,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dhamahe,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tevelengae,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tahiyo,star,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dha'olo,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ola,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kalakecelrae,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kalalrapa'ae,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dhedhehe,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kolamo'o,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
keme'e,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
loto,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
hikahikape,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
apoi,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
koolri,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
adhiai,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
alingao,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ovelre,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ola,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
totoho,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lopoho,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kalavengelralrae,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kalapahalrae,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
saliya'a,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
madhalremedheme,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
oovelre,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dha'ane,home,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ta'avangae,window,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
talapingae,door,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tasolasolatae/gako,school,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
apoto,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
calrai,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
talodho,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ta'onae,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'otovo,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
olrodho,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
teateatetale,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
latadhe,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tavelretae,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ta'ekelae,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ocala'e,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lrikodho,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
maongo,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'idha,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lo'idha,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
mene,today,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
maelre,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
alidhaa'e,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
madhalremedheme,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pacongolo,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lidha'a,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vilrilaenga,future,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
maongonae,night,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'aane,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
zikange,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
niciyoobi,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
caili,year,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pamenanae,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'inainga,now,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tatoalakae,birthday,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'adhingi,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lrahalre,above,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
talicovongae,front,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
aleve,below,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vecahae,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
latadhe,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vila'a,side,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
ilrehelrehe,top,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tilingae,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
paiya,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
monana'a,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
coolo,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
polravo,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lredheke,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'apacaocaolo,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
takilrongo,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kaolo,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dhaa'olae,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
hilriyo,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pa'iisae,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vo'o,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'avahe,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
lraili,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pene,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
koange,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
pelehe'e,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'ipi,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
'olra'olrape,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kiyokai,church,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
molapangolai,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
langoeseeseme,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tolropongo,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kipingi,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tiyono,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
vahiloe,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
mapo'ai,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
tovese,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kahongo,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
dhamili,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
padhepe'e,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
kodhopoe,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Wanshan_Rukai.xml,standard,Wanshan,lexeme,train
