tao,chinese,source,kindOf,dialect,row_type,split
arako,大,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
alikey,小,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
aro,多,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apereh,少,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
marehmet,重,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mapaw,輕,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
anaro,長,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
alinged,短,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makarang,高,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maveveh,矮,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maepep,低,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
masaray,快樂,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maoyat,勤勞,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
malma,懶惰,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
amian,在,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
amian,有;擁有,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ai,來,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
angay,去,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pancian,說,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
cita,看,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
lisna,坐下,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tanek,起立,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
akan,吃,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pivangon,起床,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
siciaraw,今天,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nokakoyab,昨天,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
simaraw,明天,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pepnezak,早上,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maep,晚上,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makoyab,下午,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
gaza,顏色,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
malavang,白色,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mabazangbang,紅色,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tokon,山,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
vahay,家,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
araw,太陽,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
vehan,月亮,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
cinalab,雲,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
rangirang,彩虹,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
angit,天空,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
vakong,書,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ipivatvatek,筆,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ipangongopas,橡皮擦,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pivatvatekan,桌子,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
lilisnan,椅子,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nizpi,錢,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
talili,衣服,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
payong,雨傘,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
dingwa,電話,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
bozo,球,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tanek!,起立!,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
lisna!,坐下!,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ama,爸爸,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ina,媽媽,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
akay,祖父,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
akes,祖母,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kaka,哥;姊,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
wari,弟;妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kakteh,兄弟姊妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maran,伯父;叔叔;舅舅,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tao,人,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
rarakeh,老人;長輩,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kanakan,小孩,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mehakay,男,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mavakes,女,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kagagan,朋友,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sinsi,老師,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mivatvatek,學生,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
koysang,醫生,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mata,眼睛,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
talinga,耳朵,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
momodan,鼻子,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ngongoy,嘴巴,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ngepen,牙齒,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
oo,頭,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ovok,頭髮,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
moing,臉,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
lima,手,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ai,腳,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ngaran,名字,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ko,我,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
yaken,我的,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ka,你,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mo,你的,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ya,他,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
iya,他的,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
namen,我們,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
yamen,我們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kamo,你們,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nio,你們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sia,他們,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sira,他們的,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
jia,這裡,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
jito,那裡,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sino,誰,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ikong,什麼,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apira,多少,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
papira,多少,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
asa,一,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
adoa,二,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
atlo,三,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apat,四,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
alima,五,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
anem,六,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apito,七,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
awao,八,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
asiam,九,Formosan-ePark/Final_XML/ep3_句型篇國中/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tangang?,為什麼?,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
jino,哪裡,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
itazogow,拜訪;探望,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
akes,外婆;祖母,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
misan,留宿;過夜,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
noon,好,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ikapow,很思念,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
simakateysarow,後天,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ipanangangey,探望,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apo,孫子;孫女,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
inaoy,渴望,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nira,他們,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pipia,都很好;都平安,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kateysa,表兄弟姊妹,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nimapo,來自,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
Ilaod,臺灣;南方,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
Tao,達悟族,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
dehdeh,漢人;外族,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pongso,島嶼,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
masarey,很高興,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makasingkad,認識;看到,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nimakala,找到;選,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
peypeypangayan,意義,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makcin,肚子餓,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kanen,食物,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nojia,或是,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
itoro,拿給;送給,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
saroap,田野的工寮或涼亭,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mamaamaa,休息,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
meyngen,很痛;很痠,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
marai,遠;很遠,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makalam,走得動,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
masngen,近,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
maow,口渴,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nimapalolo,有攜帶,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ranom,水,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apey,給你,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
inomen,喝下,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
siciarow,今天,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mangannget,悶熱的,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ikakza,喜歡;欣賞;很愛,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pazimanan,預報;預告,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
simarow,明天,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mian,有,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nokamaep,昨晚,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ji,否定詞,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nimarako,曾經很大;原本很大,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
cimoy,雨,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kaitcitkeh,睡眠,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makaiing,響聲;迴響,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ararow,日期;日子,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tagakal,涼亭,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
imo,你,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kaowan,大約國曆十二月至一月,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
amian,冬天,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
cinatazak,出生,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
veavean,月份,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
samorang,達悟族曆日初一,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
papatow,大約國曆三、四月,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
simanngo,何時,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
misiasiey,放學;散會,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ikapat,四點,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
toki,手錶,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mararow,中午,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ipanahaes,詢問;請教,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
yobingkiok,郵局,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
avak,中央,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mangonong,走;經過,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mangey,要去,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
Jimowrod,紅頭村,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ning,嗯;好,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
katenengan,知道,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
angayan,目的地;目標,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
meypangey,前往,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
Jiayo,椰油村,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
anjin,哪裡,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sakop,帽子,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
payong,傘,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
naknakmen,考慮,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kapanazang,購買,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mavaeng,黑色,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pavehvehsen,試一試;試穿,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
teyarako,太大了,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nanalaen,等待;稍候,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
macinao,合適;合身,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ngina,價錢,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ranow,百元,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nimakava,壞掉了,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
kavood,借,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
aap,拿;取,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
makamo,不好意思,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nipazomtadan,放置處,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mangbez,發動,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nitovoz,被撞,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manoyong,確實;真的,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
apzeng,記號,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
viniey,家畜,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
oyod,真的;是哦,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
mateneng,很會,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
manci,說著,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
ipanci,述說,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
meywalam,休息;休假,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
sira,他們,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nanaoen,教;指導,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
pakamizingen,要注意聽,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
nipanci,說過的,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
tomovis,回應,Formosan-ePark/Final_XML/ep2_生活會話篇/Yami/Yami.xml,standard,UNKNOWN,lexeme,train
