ssf,chinese,source,kindOf,dialect,row_type,split
pit'ia,煮飯,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pin'apoy,點火;起火,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
hanaan,祖靈屋,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kawash,年,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makashpashpat,八,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
minlos'an,過年,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
akmalawa,將蓋建,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
amonanai,將會來,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shmaila,演戲;演出;牽戲,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqaqoyash,唱歌,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pindahon,做甜酒,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pongqaqaodinan,被掛起來,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shaonanaiza,到現在這個時候,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
foraz,月,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qali,日,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
podaqo,播種,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
motazam,嘗試,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kahiza,以後,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
konmoqmoq,隨便亂吃,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqarman,不好;壞的,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqasbit,鹹的,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
madahon,甜的,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qondop,關;堵住,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mototosi,常常去,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
molhkiz,全部的;所有的,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
sapok,捕捉,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rosaw,魚,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
apatiqton,會捉到,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rizin,"水草在水域裡的糾結體,俗稱「草廍仔」",Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ladadoiza,已經變小,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
wathan,積水的窪地,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
monsoi,經過,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mapakaitalan,互相攻擊,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ioto,在那裡,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhkatosi,居住,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
amakainataon,將來攻打部落,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shkashin,令人害怕,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mathay,死亡,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shiwahanan,遇到鬼,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
panasai,掉在,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
isaran,在路上,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
piazain,被施以,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
posain,被放在,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rikos,背部,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mobohat,耕作,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mraoz,游泳,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
thmanit,哭,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
roza,船,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
wawishwish,尾巴,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
konlhitiza,割好了,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
monroza,乘船,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
Los'an,新年,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
minfazfaz,一半;半程,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
polalo,祭典拜拜,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
paqaqoyashin,被唱出來,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
parshian,禁忌,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mapathay,打架;打鬪,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhmazawan,開始,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
iahalawan,先,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
korozin,被藏起來,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shdooiza,可以,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maparfo,摔角,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mashkoda,辛苦,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
apiq,媳婦,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shaonatanto,到達那裡,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
miniqilha,喝過酒,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mokaktoniza,完成;結束,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
minfazaq,學習,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
montal,跟隨,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makthin,十,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
matonaw,贏,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tatortor,長杵,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tmala,砍,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
piakozan,如何做;怎麼做,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makiwar,彎曲,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
poqo,骨頭;關節;節瘤,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
amalhiklhikin,將被鋸切,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
paqit,斧頭,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lina,樹幹堅硬的部分,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mohiaw,很快,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qaqartin,把手;手握持的地方,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pito,七,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mzai,說,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mathoaw,很;非常,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
moqay,只是;只有,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
Zinton,日月潭,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
amotosi,將去,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
soma,別的,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mara'ira'in,很大,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mani,也是,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
haya,這;這個,Formosan-ePark/Final_XML/ep3_文化篇/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
oka,沒有[表擁有的否定],Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ani,沒有[表過去沒有作某事],Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ata,不要[表未來不要作某事],Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ata,別;不要[祈使句用],Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
oa,是的[回答用],Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
anto,不是[回答用],Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
noma,也,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
dado,真的;非常,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pashtay,全部;大家,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qa,嗎;呢,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ato,狗,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qarota,貓,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fafoy,豬,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
sisi,羊,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rothon,猴,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mashmash,鼠,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ranaw,雞,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
bokay,花,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhmir,草,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ribosh,樹,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
bona,地瓜,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tipor,玉米,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pazay,稻子,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fizfiz,香蕉,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rithkoy,橘子,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
anoniza,謝謝,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
amonai,要來,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shinaiza,來過,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
osha,去,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
amosha,要去,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
moshaiza,去了,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shitantoiza,去過,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mo'apaw,出現;出來,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kmaan,吃,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
milhilhiza,起床,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
malhos,睡覺,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhmopish,讀書,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mongkakaylas,畫圖,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
malhalhiqash,玩耍,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
panshizan,生病,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makashpar,痛,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kmatho,攜帶,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qosazin,下雨,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
malhinona,說,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mriqaz,看,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
riqazan,看起來,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mriqaz,拜訪;探望,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
moshnaw,喜歡,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mafazaq,會;能,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shdoo,可以,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
saqazian,遲到,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
momamoqmoq,隨便,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
patlhaqaan,浪費,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mara'in,大,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
langqisosay,小,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
manasha,多,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ladado,少,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mabrith,重,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mazangqaw,輕,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqoliosh,長,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
loish,短,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
matompiq,矮,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
matompiq,低,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lamaqitan,美麗;好看;漂亮,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
madirodiro,英俊,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ma'alah'a,快樂,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makarishkish,勤勞,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mapano,懶惰,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
i,在,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ianan,有;擁有,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
onai,來,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
palhinona,說,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tmaza,聽,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
riqaz,看,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ilhongqo,坐下,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ilhilhi,起立,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kaan,吃,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
milhilhi,起床,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qamishan,年;歲,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qali,日子;天,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
miaqay,天天;常常,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
thoini,現在,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tilha,昨天,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
simaq,明天,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shashano,早上,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanlhoan,晚上,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
saqazi,下午,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqosoqosom,黑,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mapozipozi,白,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqolhaqolha,紅,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
hodon,山,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
taon,家,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tilhaz,太陽,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
foraz,月亮,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kilhpoz,星星,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
orom,雲,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qariwazwaz,彩虹,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qali,天空,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
patashan,書,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
patatash,筆,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tatitish,橡皮擦,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pangka,椅子,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
toali,錢,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
holos,衣服,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pasikan,雨傘,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lingwa,電話,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqarimosoz,球,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ilhilhi!,起立!,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ilhongqo!,坐下!,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
palhinonawan!,請說!,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qosaziniza!,下雨了!,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ama,爸爸,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ina,媽媽,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
apora'in,祖父,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
apoki'ay,祖母,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tantoqash,哥;姊,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shashoazi,弟;妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
minlhafot,兄弟姊妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pan'amaan,伯父;叔叔;舅舅,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
thao,人,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanatoqash,老人;長輩,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
azazak,小孩,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ayozi,男,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
binanao'az,女,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
horoy,朋友,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
matha,眼睛,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lharina,耳朵,Formosan-ePark/Final_XML/ep3_句型篇國中/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
