xnb,chinese,source,kindOf,dialect,row_type,split
maká'ʉna,又;再,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makongo,冷,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makoong,冷,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
makʉkʉang,硬,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamaan,十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamacai,死亡,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamano,小孩;孩童,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamanʉng,好,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamarang,老人;長者,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mámia,只;僅只,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maa,只;僅只,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mámia,可惜;遺憾,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mamíriki,李子,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mami'arʉ,苦澀,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manasʉ,或許;可能,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mánava,酒醉,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mane'i,輕,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mane'e,輕,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maningcao,漂亮;美麗,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manman,辣椒,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manmaan,喜歡;喜愛,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ka'anmanʉn,喜歡;喜愛,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mano,小孩;孩童,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manʉkʉpai,矮,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
manʉmʉ,六十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangaríngari,搖動,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangtʉnʉ,砍伐,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangtʉ'ai,短,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangtʉ'e,短,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangoro,逃,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
omangoro,逃,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangʉrʉ,炒,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
omangʉrʉ,炒,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mangʉrʉ,分一半,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
omangʉrʉ,分一半,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapá'ici,酸,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapitono,七十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapitʉ'ʉ,黑暗,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapúnarʉ,寬;寬敞,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maporai,推,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poraion,推,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maposan,二十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapo'a,賣出,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mara,拿取,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
omara,拿取,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maramʉ,挑選;撿,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marangʉ,老人;長者,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marápici,剪;割;剖切,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marípici,剪;割;剖切,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mararoai,分道揚鑣,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mara'an,快速,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marikʉcʉ́kʉcʉ,踩踏,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marikʉrʉ,搗;舂搗,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
arikʉroo,搗;舂搗,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mariposiam,收割稻米,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisaovo,聞,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisovo,聞,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisiki,掃;打掃,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisinatʉ,書寫;讀書,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisúsona,呼喊,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marisʉ'ʉrʉ,拉,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marítarʉ,等待,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marívari,回答,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivi,懷抱,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivina'ʉ,收割小米,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivivini,跟隨在後;之後;最後,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivoarʉ,掀開,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marivora'ʉ,打(用手、棍子、繩子、軟管等器物),Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mari'orú'oro,拖;拉,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maroon,八十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉkorapʉ,獸類;動物,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉmʉcʉ,洗;洗澡,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉngʉcai,高,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉngʉtʉnʉ,瘦弱,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉrʉ,鋸,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marʉ'ʉ,愛;愛護;疼愛,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masakʉnʉ,珍惜,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kasakʉnʉ,珍惜,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masarapʉ,癢,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masarʉnpʉ,睏,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masasʉpʉ,打瞌睡;打哈欠,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masicocoro,說真話,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masii,才;使之,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masíkosa,往,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masinang,紅色,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masini,現在,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masiin,現在,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mahiin,現在,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masipʉcʉ,洗,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masipʉngcʉ,折斷,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masiʉn,九十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masivʉnʉ,折彎,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masúmacʉ,硬堅韌的,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masʉpatʉnʉ,四十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masʉpatʉʉn,四十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mataa,和;與,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matakoríkori,滾落,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matanganai,取名;指名,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
patanganai,取名;指名,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matángiri,小心;謹慎,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matapari'i,掉落,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matárava,到,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matasa'ai,躺,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mata'ʉ,生的;未熟的,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mata'ʉnai,下來,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matiananai,開始,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matikiri,牽著,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matimanʉngʉ,好好的做某事,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matimanʉʉng,好好的做某事,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
patimanʉngʉ,好好的做某事,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matípori,放棄;鬆手,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matiropangʉ,做完,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matisa'ʉ,抓;捉;捕抓,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mati'ʉnʉ́'ʉna,重做;修理,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matoporo,生火,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matoaporo,生火,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matoon,三十,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mátʉa,一樣;相同,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matʉnʉsʉ,遇到;相遇,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mava,揹負,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavangʉ,熟,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavaang,熟,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavangʉ,橘色,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavaang,橘色,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavakan,寬,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavici,帶;攜帶,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
omavici,帶;攜帶,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavúca'ʉ,軟,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavocʉrʉkʉ,飽,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mavʉrʉ́vʉrʉ,晃動;搖動,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'angírisi,肥,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'asʉngʉ,打噴嚏,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'avo,溫的;溫暖,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'icʉpʉ,害怕,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'inacʉ,直的,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'ono,揹負,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
oma'ono,揹負,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'ora,小的,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
meesoa,當時;那時,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miaasoa,當時;那時,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
meehoa,當時;那時,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
meetosa,千,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
me'icono,重,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
me'econo,重,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miácara,照顧;看護,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mécara,照顧;看護,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miacicini,自己一人;獨自一人,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miacicin,自己一人;獨自一人,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miáco'o,渴,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
méco'o,渴,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miapacai,殺,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mepacai,殺,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miaranao,久,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miatancani,前天,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mia'acipi,殺牲畜(處理有腳的動物如豬牛羊),Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miciri,倒出來;溢出來,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Mikongo,收穫祭,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Mikoong,收穫祭,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mima,喝,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
minmana,何時,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mintasʉ,厲害;有力氣;有力量,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mingane,飛,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
míri'i,滿,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
misee,說;心想;以為,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miseni,為什麼;怎麼,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miseen,為什麼;怎麼,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miʉra,昨天,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mivo,小便,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moon,在;待在,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poon,在;待在,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
móravo,餓,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
móvoa,給;贈送,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉʉn,給;贈送,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moca,走;離開,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocaca,走路,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocanʉ,走去,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
múciri,站立,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'apociri,站立,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocono,燒,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mocon,燒,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
múkosa,去,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mókosa,去,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mokʉrʉ,摸;觸摸,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mokʉrʉ,拿著;握著,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
okʉrʉʉn,拿著;握著,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
momo,乳房,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
momʉkʉ,種植,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
momʉnʉ,捆綁,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mopacai,累;辛苦,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mopana'ʉ,射;擲射,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
múpara,爬;攀爬,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mopoco,包,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
morakʉrakʉ,爬行,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moranʉ,幫忙,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moraan,幫忙,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
oranʉʉn,幫忙,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
morongisaa,呼吸,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mororo,塗;抹,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mororo,擦拭,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
moro'ocangʉ,結婚,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aropara,結婚,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosikarʉ,進入,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mosocara'ʉ,流血,Formosan-NTU/Final_XML/Grammar/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
