ami,english,source,kindOf,dialect,row_type,split
kiyaves,guava,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
codad,book,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
pida,money,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
mali,ball,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sapad,table,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
telay/dingwa,telephone,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sapisorit,pen,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
elon,chair,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sapaiyo,medicine,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tinnaw,computer,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
cacevaren,umbrella,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
toki,watch,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sakorawit,hook,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
rayic,rope,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
rinom,needle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
caang,twig,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sasiwasiw,sieve,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
poot,knife,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lonan,ship,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sasayit,scissor,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
avel,charcoal,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vakic,bucket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
dingki,light,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
satahev,lid,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sapisikeliw,spatula,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kereng,filth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
havalak,quilt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kaysing,bowl,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
salil,net,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sarosaros,saw,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tatipelok,paper,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
satakid/kopo,cup,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
alovo,bag,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tiyansi,turner,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
polong,axe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
saemic,tong,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kakavotian,bedding,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
akaway,stalk,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
dadingo,mirror,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sarepet,tool,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
dangah,wok,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tingalaway,bottle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kaliling,spoon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kariyas,dish,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sasing,photograph,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
savon,soap,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sakales,comb,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sasevad,sling,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sapihpih,fan,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
navi,stockpot,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
pingsiyang,refrigerator,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tilivi,television,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
hoso,pipe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tatangalan,pillow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
samokon,hammer,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sayto,cleaver,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
savoric,eraser,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
polol,basket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lalan,road,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
saowac,creek,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vali,wind,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vonak,sand,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sera,soil,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tarawadaw,stream,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vanaw,lake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kilakilangan,forest,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
dihap,crevice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vohang,cave,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
rengorengosan,grassland,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
ongcong,rock,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
cascas,cascade,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
maorad,rainy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
cidal,sun,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
volad,moon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kakarayan,sky,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vois,star,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
orad,rain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
soleda,snow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kasienawan,winter,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kalalodan,summer,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vetili',thunder,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lalesing,dew,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
calamay,cloud,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
acovel,smoke,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kalapiyat,lightning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lamal,fire,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
koli,ice,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lilen,earthquake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
adingo,shadow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
valiyos,typhoon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
soleda,frost,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
mavalad,flood,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kacanglahan,spring,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
dadisapan,seaside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kasariwsiwan,autumn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
toemanan,dusk,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
valiyosan,typhoon.,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sananar,sunrise,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
loma',home,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sasingaran,window,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
panan,door,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
cacodadan,school,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vekeloh,stone,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vadahong,roof,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kayakay,bridge,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
taloan,shack,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tatayi'an,toilet,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
salili,pillar,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
cacakatan,stair,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
potal,courtyard,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
caveng,wall,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
alili,barn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
mivadahong,roofing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lavii,evening,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
nacila,yesterday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
anocila,tomorrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
anini,today,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
davak,morning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
remiad,daytime,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
toeman,darkness,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
torin,continue,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
likat,gleam,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
anoayaw,future,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lavi'i,night,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
toki,o'clock,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
pilipayan,sunday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
mihca,year,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
saremiremiad,everyday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
anini,now,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kasovocan,birthday,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
lalavo,inside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
icowaay,somewhere,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kodol,above,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
aayaw,front,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
sasa,below,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
terong,middle,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
hekal,outside,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tapi'ingan,side,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tongroh,top,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
karimoco',nook,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
taeliv,pass,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
mirisris,hoeing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
mitavi,plowing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
volsak,sowing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
pasapal,seedling,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tavi,rake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kakawit,scythe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tatak,backhoe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
alili,warehouse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
damek,manure,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
rarami,straw,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vocol,bow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
tokar,spear,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
pana',arrow,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
saparirik,bait,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kowang,gun,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kanas,basket,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
paysin,taboo,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
ngitih,dream,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
miwahelit,witchcraft,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kiyokay,church,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
talatoas,pas-vake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
palangaw,misalisin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kawas,ghost,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
toper,hat,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
vodoy,dress,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
mitenon,weave,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
calaped,pants,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
marepi',torn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
coong,headdress,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
satamec,belt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
keliw,ramie,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
micengel,stain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
kidodong,cloth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
cokap,shoe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
savoot,yarn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
talip,skirt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
liim,codpiece,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Southern_Amis.xml,standard,Southern,lexeme,train
