xsy,chinese,source,kindOf,dialect,row_type,split
Sangay,休息,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
homayap,飛,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
somapsapih,更換,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kamahangal,扛的人,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
homiyong,搖動,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tapa:ngasan,臀鈴,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakrangi'an,產品;物種,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
baba:aw,起初;方才、剛剛,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bowaw,遷徙、移動,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sekla',認識、熟悉,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
romhaep,占卜,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Somiwa',首肯、願意,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tibtibon,薏米珠,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
sihoe:en,被穿引,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bizbizo',使髒污、褻瀆,Formosan-ePark/Final_XML/ep3_文化篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kayni',不要[表未來不要作某事],Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'izi',別;不要[祈使句用],Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ihi',是的[回答用],Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'oka',不是[回答用],Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ma',也,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'aehoe',狗,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ngiyaw,貓,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
baboy,豬,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
katin,牛,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Siri',羊,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hosong,猴,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'aewhaeS,鼠,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tata:a',雞,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kabkabaehae:,鳥,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'aelaw,魚,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pongaeh,花,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hinbetel,草,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaehoy,樹,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
biyae',葉子,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'aewpir,地瓜,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
basaeh,玉米,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pazay,稻子,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tawmo',香蕉,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'iyok,橘子,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kayzaeh,好,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pil'awan,再見,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ma'alo',謝謝,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
mowa:i',來,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kas'oehaez,出現;出來,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
somi'ael,吃,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
min'itol,起床,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
mae'rem,睡覺,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kiSka:at,讀書,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ma:tol,唱歌,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
homlal,跳舞,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
homoba:ang,畫圖,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ranaw,洗,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
timasa',洗,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ayaeh,生病,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
biSbiS,痛,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
maraS,攜帶,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'omoral,下雨,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bazae',聽,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
komita',看,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kita'en,看起來,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
minowa',喜歡,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ra:am,會;能,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kayzaeh,可以,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
waSwaSak,隨便,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'aS'aSay,浪費,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ol'olae'an,小,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ititi'an,少,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sil'i:,重,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hil'awan,輕,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'inaro',長,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'itoSan,短,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ibabaw,高,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ir'ira:i'an,矮,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ir'ira:i',低,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Siyae',快樂,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
makakreng,勤勞,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ba:in,懶惰,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rini,在,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hayza',有;擁有,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
wa:i',來,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
payaka:i',說,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kita',看,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sa:eng,坐下,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'in'itol,起立,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
si'ael,吃,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'in'itol,起床,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pil'awan!pil'awan!,再見了!再見了!,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tinal'oemaeh,年;歲,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahila:,日子;天,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'isahini,現在,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaysa'an,今天,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kahiya',昨天,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rim'aen,明天,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ririm'aenan,早上,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hae:wan,晚上,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hila:an,下午,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rineme:,顏色,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'elngihan,黑,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bolalasan,白,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ngangilaehan,紅,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
koko:ol,山,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
taew'an,家,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakiSka:atan,學校,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahila:,太陽,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ilaS,月亮,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bintoe'an,星星,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
homom,雲,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kawaS,天空,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kina:at,書,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaka:at,筆,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tati:iS,橡皮擦,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
talka:,桌子,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kabat,椅子,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rayhil,錢,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kayba:en,衣服,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ra:ma',雨傘,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
laleke:,電話,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
mali',球,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'in'itol!,起立!,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sa:eng!,坐下!,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'iyahimi'!,別說話!,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
yaba',爸爸,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'oya',媽媽,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
baki',祖父,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
koko',祖母,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
minatini',哥;姊,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
minayti',弟;妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'aehael,兄弟姊妹,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
mama',伯父;叔叔;舅舅,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
mae'iyaeh,人,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tatini',老人;長輩,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
korkoring,小孩,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
minkoringan,女,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kamo'alay,男孩,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kabina:o',女孩,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapa'onhaelan,朋友,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kamatortoroe',老師,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kamakiSka:at,學生,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
sinsang,醫生,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
masa',眼睛,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kangeselan,鼻子,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ngabas,嘴巴,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
nepen,牙齒,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ta'oeloeh,頭,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kinmae'iyaehan,臉,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hima',手,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ae'ay,腳,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ataw,男子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'obay,男子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
para:in,男子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ae'aew,女子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
maya',女子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
toway,女子名,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
So'o,你,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
siya,他,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
yami,我們,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
moyo,你們,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
lasiya,他們,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hini,這個,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hiza,那個,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rini,這裡,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hiya',誰,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kano',什麼,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
piza',多少,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
koza',多少,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hayno',什麼地方;哪裡,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'aehae',一,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
roSa',二,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
to:o',三,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sopat,四,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
haseb,五,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
SayboSi:,六,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
maykaSpat,八,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sam'iyaeh,二十,Formosan-ePark/Final_XML/ep3_句型篇國中/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ma'alo'.,謝謝!,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'am,將要,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'api',女子名,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rima',去,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rayno',哪裡,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ya:o,我,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
komita',看到,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Somater,送,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ini,予格,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahila:,日子;天;太陽,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ikakoza',什麼時間,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rohaenan,今晚,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hiya'en,誰,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ma'an,我的,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
nakhara,像是;好像,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'inay'ino',來自,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
walo',東河;糖果,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
homawan,平常,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
maelaehang,照顧,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
minaSangay,假日,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tomortoroe',教學;教,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'alnoSaySiyat,說賽夏族語,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kitoya'en,肚子餓,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ila,了,Formosan-ePark/Final_XML/ep2_生活會話篇/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
