ckv,chinese,source,kindOf,dialect,row_type,split
qaipilan,要聽;要請教,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pamengma,只能,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rasoncyo,當村長,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRaposia,當頭目,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siqet,法規;緊縮,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paRapongosan,被消失、被失傳,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pateRongan,新社,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rabetin,十,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ossiq,一,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
simpatengayaw,面對,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
maRaw,眺望,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rapedadaw,黃色,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
olima,五,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pitasaw,每年,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siqazosa,二次,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qakelisa,一次,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temabi,犁田整地,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
metazoq,插秧,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
poli,綠,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siyop,吹,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bali,風,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
belawan,黃金,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tomqez,停下,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pataqsian,學生,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
maska,試、體驗,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pakowayan,農夫,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kodiR,小湖,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soRongan,靠岸,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRenem,潛水,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melawis,釣魚,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
dodang,岩棺,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lawad,空閒、休假時間,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
moRebo,歡迎;讚美,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tomnon,織布,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qodos,衣服,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paqiRi,設立、製作、建蓋,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sonis,孩子,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kepowa,棉質,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sideqap,披風,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qelizen,線、絲,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kelawkaway,工作,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bawbian,菜園裡,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meloma,種,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tened,青菜,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemaway,背掛著,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sepezan,裝、放,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lazanan,路,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pamemeng,突然、忽然,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pisapatan,不是隨便、不簡單,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRapongos,失傳,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
somRoz,生長,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qaseba,韌性強,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ketonan,砍斷,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
biRi,葉子,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bongoR,根部,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
RaiteReq,最裡面,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rotoz,厚,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lobong,皮,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
topaqan,剝掉,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qisqisan,刮掉,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pawaRian,要曬,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mayseng,曬乾,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sanisan,取絲,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qattian,外面;大自然,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
satamakan,要染色的,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lawa,布,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
senizas,屋頂,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pataz,常常,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
laopan,被水淹,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ilibeng,低、矮,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kiya,少;一點點,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sobaRat,橫,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qinRos,屋頂橫梁,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nokoban,蓋住,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mediyoq,腐爛,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
eRed,茅草,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zoma,別種、不同、不一樣,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
azaw,好像,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sikakak,四方,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
RamamaRong,長方形,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tebteb,中間,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temonaw,客廳,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qinpan,房間,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kawanan,右,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kakasa,分開,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tangan,洞、門,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siR,倉庫,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kawili,左,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toqazan,入口;梯子,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sasammayan,廚房,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
manna,為什麼,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lima,手、五,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mimet,手拿著、握著,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kaysing,碗,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
niqodo,被飼養,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qatadan,廁所,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Raq,酒,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
saisi,釀酒,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zinmet,糯米,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
isi,酒釀,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soRan,浸泡,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
saqadanan,整晚、一個晚上,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sepol,軟,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lomozan,蒸、蒸籠,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mammin,煮熟,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qoRaRan,散開,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melana,等待,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
palisimpoan,集中,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rozang,構樹,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temawaRan,第二天,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sateppo,發霉,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Razing,綠黴菌,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toRpos,涼、冷,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qadadosa,要一半,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bekisi,水桶,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemodiqod,攪拌,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zingetan,封緊、封住,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
podoq,甕,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tenes,久,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
padames,更加,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bangsis,香,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tiana,誰,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paskowa,過年,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
holam,清兵;外省,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
masawa,戰爭,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mesoqas,輸,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bawa',船,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
imi,意思;我們,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nangan,名字,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pangzan,林投樹,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temabal,擋住,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
liton,刺,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sosoRan,穿,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
talawman,越過,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
miRaR,圍籬,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mezamet,編,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qatian,外面、大自然,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
alipongpong,林投葉便當,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mesanem,很聰明,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
oRo,頭,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qazqaz,岸邊,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pisapat,亂來、隨便,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
izip,身體,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nisamangsan,可浪費,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qosazoian,以後,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kasianem,想、想法,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sapazeng,故意,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
patodan,老師,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pasid,窄,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temanan,回家,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qiton,車,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qaotobay,騎機車,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
piqpiqan,拍拍,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
maken,真的,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meliyam,唸,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
somking,考試,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tanian,在哪裡,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melisaw,錯誤,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
manmo,幫忙,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zata,咱們的,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pasengat,扶起,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soni,聲音,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qatenes,會長久,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
patadikod,還,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemazaw,扛著,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
imis,北區、北部、北,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
owalo,八,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qeni,自從,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
simsoqas,比賽,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melona,划,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kawlaR,獎,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temabo,包,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kemolikoz,跟隨,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
hibangan,休假,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qawRatan,玩耍,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
oRat,力量,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qenasimqena,非常的美,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melisimpo,集中,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
saRibong,有回音,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
balodoq,喊叫聲,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
polian,青色、綠色,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tengilawan,清澈,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
dasidas,平坦,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semobat,敬禮,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tayan,在那裡,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pinileppaw,家人,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
leppaw,家,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nanleleppawan,一戶戶,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paqeRayan,擴大,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qanengian,更好,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sinpanmo,互相幫忙,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
azo,如果,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rayngo,無法、不會,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
miRi,站起來,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nanleppaw,夫妻,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
simnotoz,銜接、連結,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
matapon,在一起,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
monna,先,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
simqodo,互相扶養,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nanRaynang,血親,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sinanapawan,互相通婚;一個個結婚;全結婚,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kalamaz,提早,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mepatay,死亡,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
simqaRayngo,互不相識,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pelisin,禁忌,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sinapawan,結婚,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nisodadan,所記載,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tama,爸爸,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tina,媽媽,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kizaya,阿美族,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
