sxr,chinese,source,kindOf,dialect,row_type,split
omaopangʉmamaini,育兒,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mianʉ,搗,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
matalakiahlʉ,簡單的,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ta'iara,工作,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omasasapa,開墾,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moaomoma,耕作,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mariaʉvʉcʉngʉ,收穫,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
alokala,婚姻,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tararianʉ,同意,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
paoahlahlaina,提親,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ahlava,帶,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
picomapaci,釀酒,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pihlingi,家庭,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
alokavilao,離婚,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahlakʉ,豬,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
piropoka,淫蕩,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hliokakoa,夫家,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
masavaʉ,懶惰,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kotararianʉ,不聽話,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kapitanʉ,首長,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
raahli,頭目,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ʉlʉvʉ,巫師,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tamotamoa,世襲制,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlitoahlahlama,長老,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tarikicangihli,戰爭,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
malialoalo,指揮,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pasasapo,犯罪,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pakatʉra,刑法,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omohlono,命令,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maroacʉcʉngʉhla,治病,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
paria'i'ihlico,驅魔,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hliarosaliria,託夢,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahliaria,太陽,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
langica,天空,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
macici,熱,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siakilia,繩子,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mangosipi,存活,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moroacʉka,狩獵,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
korivooro,射,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
taravahli,探頭,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
taihlicoa,湖,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
motopiakʉ,掉下來,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takoliacʉatʉkʉisa,難過,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moroahlʉ,不敢,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
opapapalo,等待,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
torokoka,雞,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sana'ʉ,莿桐,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vahlitoro,木檞蘭,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tavacihli,百合花,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
palongana,棵,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ihlicotakoliacʉ,惡魔,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lavahli,山蘇,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maiatohlohlo,守護,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
apohlo,火,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mocohlo,燒,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
paripa,吹,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pariʉsʉpʉ,熄滅,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mapohli,白色,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
matavohlio,紅色,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lʉmʉmʉkʉ,種,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vʉrʉnga,鰻魚,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
movʉhlʉtʉ,橫,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tolanga,漲,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tokocoa,滿了,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
patʉahlʉ,想到,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'alaliamʉ,蒼蠅,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moloili,羨慕,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ongo,角,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moropahlaʉ,陣痛,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mosopikolo,燒彎,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aropiao,紅嘴鳥,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omaracʉ,咬,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'isisi,尾巴,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vohli'itaiisa,蟒蛇,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takaokao,老鷹,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tomoa,要,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tomatotoro,傳承,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
macioavoraia,贈予,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
osoa,兩個,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tavaivala,法物,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mairahlo,應該,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takoliacʉ,壞的,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlimalava,曾經,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
rahlʉngʉtapaiia'a,木瓜葉,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
arakicacʉ,驚訝,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moripakʉpakʉ,忌妒,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
manganʉ'ʉlʉvʉ,法力強,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
miatongoso,聖貝祭,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kavoroa,小矮黑人,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
miaʉlʉsʉ,相處,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
miacikirika,離開,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
anaʉa,寶物,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omarihlahlapʉtʉ,交代,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
cahlomani,埋,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pakikiao,祭拜,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aopaopangʉ,侍奉,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pavaso,勇猛神,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pamavahlaʉvaʉ,平安神,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mahlʉmʉ,整齊,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
apikaonga,歲時祭儀,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kaloa,八月,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takoatasʉ'arʉ,凌晨,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sihlangʉ,亮,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omai,留,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ʉvʉraʉ,穀粒,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
micikiri,分開,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
patakʉamʉ'aʉ,喚醒,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
korarao,舉行,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aocaocanitakoamia,步驟,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siaravacangʉ,飽足,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mototʉkʉra,意外,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
paloaliohloisa,更換,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ʉmʉngʉngʉ,塞住,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
asapo,忘記,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vangʉhlarʉ,墓,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
komali,挖,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
voi'i,藤,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
patavilanʉ,丟棄,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
opitoaari,七日,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maipohli,乾淨,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takʉlʉpʉngaicoa,完成,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
amʉmʉkʉ,憂愁,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
iatʉhlʉngacoami,足夠,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maripahlapahlaʉ,嫌少,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
koamʉmʉkʉ,不煩惱,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
cohlaomangʉ,什麼時候,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kokoco,吃完,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
cʉrʉ'avʉ,竹筒,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kiporiticoami,爆滿,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
patʉkʉrʉ,麻雀,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aparanasʉ,浪費,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takolangʉlangʉ,拼命,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maloasangalʉ,搶奪,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kohlaisai,所以,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hliangahlimaini,青梅竹馬,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
koitapalavalʉ,不會變,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
poaili,回來,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
caihli,年,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pitamangamanga'a,癡癡的,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlipaotohlangisa,認識,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
topi'i,瞎,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
picaocao,騙,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
miatatarʉ,失戀,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
molikapʉ,偷,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
romahlaʉ,時候,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kopakita,不公開,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
alopaliavavalʉ,互相,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tʉkʉhlʉ,不一樣,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mʉtʉlai,踏步舞,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pahlaonganʉ,羽毛,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ramoco,手,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mohlahlisi,跳躍,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aropatiakili,手拉手,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
koninganinga,搖擺,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
cʉrʉhlʉ,羽毛髮簪,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sarapongo,帽子,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlitinʉna,繡,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tovakʉ,貝殼,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kirihli,老鷹,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ivavo,尖端處,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ta'imisimia,胸袋,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
taipavʉkʉ,髮髻,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
oatapihli,小刀,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ahlihla,獠牙,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlarangirangi,布,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'arisapʉta,腰帶,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlipivivila,流蘇,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hliatavo,綁腿布,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ngahla,名字,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
angahli,從,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
iniciki,才,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maci,如果,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
masino,洗澡,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
macacarʉmʉ,經常生病,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlitangora,生長,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vongka,文化,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moliohlo,替換,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pomahlʉmahlʉngʉ,清楚,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ilikoso,後面,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlicalivana,歷史,Formosan-ePark/Final_XML/ep3_文化篇/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
oka'a,沒有[表擁有的否定],Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
oka'a,沒有[表過去沒有作某事],Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kokia,不要[表未來不要作某事],Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
malivoto,別;不要[祈使句用],Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aa'ʉ,是的[回答用],Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ko,不是[回答用],Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mʉmʉa,也,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
macooisa,真的;非常,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
rianʉ,全部;大家,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
i;na,嗎;呢,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hla,主格標記,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ia,受格標記,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
na,屬格標記,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tasao,狗,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ngiao,貓,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kalavongo,牛,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tapohlacʉngʉ,猴,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
talovoco,鼠,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ahlamʉ,鳥,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
votokohlo,魚,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tavahlihla,花,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sʉsʉngʉ,草,Formosan-ePark/Final_XML/ep3_句型篇國中/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
