bnn,english,source,kindOf,dialect,row_type,split
qato,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qaltis,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qonhong,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
baozaq/vakico,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
zingki,light,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
toqlo,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sokliv,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
doong,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tapaha/qabang,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
baloko,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kolot,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
haqil,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qaltis,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sapalan,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
boqtong,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tidanoman,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tipin,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
paan,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tako,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sala,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qaningo,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tikoto,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
davaz,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tihivhiv,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kama,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
piskazhavan,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tilivi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
taozo,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tanbongo'an,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tongtong,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
via,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kalala,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
daan,road,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
lovlov,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
dalaq,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
vanglaz,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
libos,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
dalaq,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
hohol,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
hongko,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
hohol,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
to'on,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tastas,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qodanan,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
vali,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
boan,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
diqanin,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
bintoqan,star,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qodan,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
paav,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qamisan,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
talabal,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
bilva,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
damoq,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
lohom,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qos'ol,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
dimal,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sapoz,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
paav,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
honolan,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qaningo,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
paavdisdis,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
todoq,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mintalabal,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
minqamisan,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qanivalval,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
isdomdom,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
vanaas,window,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
hilav,door,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
pasnanava'an,school,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
bato,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tavi,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
taloqan,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qao,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
laitilaiti,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
daisiq,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sinbalong,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
pattilasan,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
masotavi,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tanhiko,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
takna,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
madomdom,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
moqnang,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
taisqang,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tingmot,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qabasin,future,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tongqovali,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tinpiaqin,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
islongo'an,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
daqdaqanin,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
laopako,now,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tinos'ovaz'azon,birthday,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kombo,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
i'isaq,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
daza,above,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
ngaos,front,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
nasto,below,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
misqang,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
nata,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
maqosva,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
minpinang,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
masoaz,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
laqanvang,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kaol,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tangaa,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tinpazan,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
bosolkavi,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
bongan,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
koos,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
bosol,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
samo,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
taisaq,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
los'an,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
minpinang,misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qanito,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tamohong,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
matin'on,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tikdas,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tisqot,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
liiv,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
masangol,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sapil,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tolmiqopsil,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tonhilan,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tapis,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kolin,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
pak'ima'on,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mapitoq,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
pandodo'an,station,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
taonton,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
laihli,car,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qaising,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
danom,water,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tilas,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
davos,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qasila,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
vano,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
nibo,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
baino,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tilas,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
olol,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
madoq,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tomii,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
daoqlas,white,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
taqdong,black,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
dangqas,red,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
lainsav,purple,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sinhav,yellow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
malasmaqaihav,brown,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
maposqiv,grey,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sanglav,green,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sintosaos,song,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
maszang,identical,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
asang,tribe,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qani'anan,day,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
oo,yes,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
qalinga,language,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tamasaz,strength,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
akitmata'an,target,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sin'iqomis,culture,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
vaivivaivi,various,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
sinpabaliv,price,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
iskosia,purpose,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
halasan,late,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
isbaliv,sell,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mondiip,go,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tombak,open,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mabaliv,buy,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
masaiv,give,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kola,come,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
simol,lend,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
modaan,go,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kosbai,fly,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tonadiip,arrival,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mosbai,flee,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mokombo,enter,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
masoqaz,overturn,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
madas,bring,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tal'ia,growth,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mapaska,present,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
moqasqas,drop,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
manakis,uphill,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
makisaiv,ask,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kistoto,pour,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
masaopa,go,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tonkalapat,climb,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
minvaaz,separate,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tamohongan,wear,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
todoldol,standing,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
naminsoma,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
daanin,gone,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kapakapa,crawl,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tantongo,visit,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
tisqaqainaz,jump,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
pismali,play,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kantondaq,kick,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mapaloq,felled,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mavoqvoq,shake,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
bongqas,break,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
kikilkil/kokolkol,tremble,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
mama,carry,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
masoqaz,flip,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
maliba,hold,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
ma'iop,blow,Formosan-ePark/Final_XML/ep2_學習詞表/Bunun/Luanqun_Bunun.xml,standard,Luanqun,lexeme,train
