xnb,english,source,kindOf,dialect,row_type,split
navatʉ,guava,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sinatʉ,book,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vantoko,money,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mari,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pangka,table,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taangsoa,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siarisinatʉ,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ta'ʉnʉ,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
savoana,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tennao,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tarocong,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
koco,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tarisi,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tasioro,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
rapi'i,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomarʉ,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tapining,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'avangʉ,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siarapici,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vara,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pakico,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉrʉka,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siakisikisi,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cangkan,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
carovo,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takopin,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sapoarʉ,net,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siarʉrʉ,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sinatʉ,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tanoko,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'acai,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siangʉrʉ,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pʉrʉcʉng,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'arating,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tatarʉ,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'api,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kakami,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nonoman,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'oia,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pania,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ta'enso,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sara,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siasing,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siking,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siakoco,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siava,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siarapara,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tangtia,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tiensʉ,television,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'ʉnʉ,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tongtong,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sia'oco'oco,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tapi,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cacanʉ,road,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nongnong,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pariapara,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ravoko,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'ʉnai,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cakʉran,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nivoro,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tantanao,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
covoko,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tarako,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
racʉcʉnʉa,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
rarere'a,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
re'i,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cacan,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'omo'ʉcanʉ,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taniarʉ,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
voanʉ,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kakangca,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tamtasai,star,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'ʉcanʉ,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ʉrʉna,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kana'amisan,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kana'ʉcana,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'ʉrʉcan,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ʉcʉ,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'ʉʉvʉ,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paratʉ,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aporo,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ʉrʉna,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
omonini,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aningo,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
raro,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
marona,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
toco'o,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
raponarʉ,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kana'iara,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kanamara,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
varanvana,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
matarai,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapitʉ'ʉ,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
soraro,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
araciasʉ,sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tanasa,home,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tasinʉva,window,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
si'inʉva,door,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tarisinata,school,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vato,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'arovo,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
congkoco,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taro'an,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tota'ia,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tapininga,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'anivi,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
risakʉ,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ka'arovo,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
rovana,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
miʉra,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nora,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
soni,today,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
totasiarʉ,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ca'ania,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
mapitʉ'ʉ,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
macovongo,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉrʉngana,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ciasʉ,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
noari,future,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
rovana,night,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
noca'ania,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
takananga,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cenana,year,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tantaniara,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
masini,now,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tisikara,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'esi,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'amacara,above,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
to'oroa,front,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'amoroco,below,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉcʉke,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pipiningi,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ciciri,side,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
caroro,top,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cikiringa,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
maica,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatakʉtakʉ,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
parekava,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
romarapʉ,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
comacanco,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
siparekava,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kakamarʉ,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
toko,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
riong,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
hirio,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nʉpʉ'ʉ,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ropacʉ,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pangarʉ,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
voro'o,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pʉnʉ,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nanto,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
karara,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poisia,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'ʉcʉpʉ,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
poso'ʉrʉvʉ,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kiokai,church,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
Karianasao,misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aponanangʉ,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
carapong,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tikoro,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomata'isi,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vankavoka,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ravi'a,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉcʉranga,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
voko,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ra'o,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tomatʉkʉcʉ,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nangiri,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sapaniri,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ngiri,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sapoto,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'aravi,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sarapikina,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pʉtʉnʉ,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
nitokacara,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
paso,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
tanpo,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
sʉrʉ,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
koroma,car,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kisia,train,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
oro,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
canomo,water,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vʉra,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
camai,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
pa'ici,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ma'ain,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
ano,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'icioro,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'orai,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
saovo,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
'ao,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
taparo,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
cepo,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
posiam,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
vina'ʉ,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
kamosia,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,lexeme,train
