szy,english,source,kindOf,dialect,row_type,split
tabako,tobacco,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kopa,cotton,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kayabes,guava,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
codad,book,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kalisiw,money,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mali,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
takal,table,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
telay/dinwa,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasolit,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
elon,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapaiyo,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tinnaw,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kawswa/cacebalen,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
toki,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sakolawit,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lait,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
zinom,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ciid,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
satapes,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
takini',knife,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balonga,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasait,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kalanga,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bakici,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dinki,light,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
satahab,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
oning,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pada,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kaysing,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
salil,net,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
salosalos,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatipelok,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kopo,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
alobo,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ciyamsi,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
polong,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saemic,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lilal,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
akaway,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dadingo,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
doko,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pilit,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
landaway/congal,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngelab,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasing,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sabon,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saysay/sakales,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sobok,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapihpih,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nabi,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pinsiyang,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tilibi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
hoso,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatangahan,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
samokon,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sayto,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sabolic,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kanas,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
zazan,road,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cilis/saowac,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bali,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
liken,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lala',soil,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saowac/talawadaw,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
banaw,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kilakilangan,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ngohab,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bohang,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bohang,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nalinabowan,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
diheb,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ongcong,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cascas,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
maodad,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cilal,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bolad,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tapoko,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bonac,star,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
odad,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
solda,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kasienawan,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lalod,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
keleng,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lesing,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ladem,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
wacah,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kalapiyat,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lamal,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
koli,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ninel,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
adingo,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
baliyos,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
solda,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
talata',drip,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balad,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sadingsing,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dadipasan,seaside,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
balangbang,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mocelem,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
doot,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mabaliyos,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kanihalan,sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
loma',home,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasingalan,window,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
panan,door,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cacodadan,school,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ba'to,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
badahong,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sangaw,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dabek,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatai'an,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
coked,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tokal,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
potah,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cabeng,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
solo,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mibadahong,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
zikozan,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sandeb,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nacila,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
anocila,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ayza,today,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sananal,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
demiad,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
doot,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kilol,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
takelal,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
namalanam,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
labi,night,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
namalahok,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatokian,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pilipayan,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mihcaan,year,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
demidemiad,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ayza,now,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nalecohan,birthday,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
labo,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
icowa,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pabaw,above,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sasa,below,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
teban,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
hekal,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tepal,side,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tokon,top,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kalimoco',nook,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
caliway,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mitabi,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bolesak,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pasapol,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tabi,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kakawit,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tatak,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
soko,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
damek,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lalami,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
acin,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
idoc,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bocol,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sapadakaw/sapalilik,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kowang,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paysin,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
simpi,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mapalaw,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kiwkay,church,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
di'to,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
topel,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
zikoc,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
tenon,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
calaped,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lepi',torn,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saboot,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
satelec,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
mowa,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
micengel,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
dawa,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
koco,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saboot,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
hakama,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
pacacoy,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
paayawan,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ledong,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
zikoc,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
baso,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
batikal,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kakacawan,station,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
bihel,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kazizeng,car,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
silamalay,train,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
hemay,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
nanom,water,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
belac,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
lami',dish,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
epah,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
cikah,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
wado,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
ti'kok,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
simal,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sanek,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
kabi,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
komoh,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
saytaw,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
sabak,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
aam,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
habay,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
waneng,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Sakizaya/Sakizaya.xml,standard,UNKNOWN,lexeme,train
