pyu,english,source,kindOf,dialect,row_type,split
re'a,pineapple,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
calonan,grass,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'owa'oway,ayahuasca,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lopas,peach,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
marowad,plum,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
rami,treetop,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tanongen,agaric,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tomato,tomatoe,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
rami/rakad,root,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
irid,cucumber,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ningzing,carrot,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
takongkong,cabbage,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
mogi,wheat,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tavorayray,yam,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
hinoki,cypress,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sapoh,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'apiyar,seed,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
omē,plum,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kamoraw,grapefruit,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tamako,tobacco,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
takomolr,cotton,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kolriyaves,guava,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
valray,book,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
payso,money,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
mali,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
to,table,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dingwa,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
impic,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lipad,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pacemel,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tinnaw,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
soko,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
toki,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kakawilan,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tilo',rope,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dawom,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sa'ad,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
vitay,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kamoc,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sodang,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
haretim,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
langelr,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
vakis,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dingki,light,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
linav,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kakeris,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lrica',filth,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
carov,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kaysing,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
savang,net,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
rirarid,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
valray,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
koppo,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lovok,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
siyansi,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sodip,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'aracip,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sa'sa',bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'atoras,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pa'elriwangan,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dogo,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
derowan,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dalilr,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
karayop,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sara,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
siyasing,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
savon,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
haroc,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'aves,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
volrawan,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lralritekan,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tilibi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'anon,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sadalran,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
toktok,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sayto,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
aicor,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'ara,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dalan,road,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dinanoman,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
vali,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
vocek,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dare',soil,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dinanoman,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
danaw,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kawikawiyan/zoling,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ngacac,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lovang,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'emopo'opo,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ilriv,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
calon,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kalringotan,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
vowang,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
anamo,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
telrisa'an,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'omodalr/ma'odalr,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kadaw,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
volan,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
rokop,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
vito'en,star,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'odalr,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
orelra,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
voceliyan,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
deron,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
derong,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'oras,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ronev,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'asevan,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kemelikelip,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
apoy,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
koli,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
mangonin,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'alriwang,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
variw,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kocikoc,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
temilralrepo',drip,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
varenan,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kaseveran,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lrevek,seaside,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
vencaceli,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tara',rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
venavariw,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'idadenan,sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lataw,window,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'alrevan,door,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kongkowan,school,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
varasa',stone,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sawsa'ov,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kayakay,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
taloan,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
torak,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sekayan,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pacaran,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
liveng,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
soro,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
semasa'ov,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
likodan,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
karaov,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
adaman,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
semavalr,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'oninan,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ka'aremengan,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pacongolray,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
parka'asongan,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'oninan,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'esongan,night,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kasede'an,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'ami,year,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
wariwari,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
harem,now,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
savak,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
icas,above,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ngangowayan,front,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
loso,below,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
padok,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pacaran,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ngidiran,side,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
la'ovong/lodos,top,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kapoyongan,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lemavat,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
marevay,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kemangkang,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'emapiyar,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
semasalem,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kangkang,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
lingaw,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pitaw,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
polomayan,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
hiliyo/podaroken,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
daramiyan,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kadalis,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
'ilros,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
valro',arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kowang,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
palisi,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
tiya',dream,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
itaramaw,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kiyokay,church,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
katohosan,misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
virowa,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
talopong,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kavang,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
temenon,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kacakac,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
parec,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
keriw,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
similrevo',stain,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kilē,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
koce,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pongsi,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sekato,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
sinongoc,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
pesi,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
bas,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
dinsiya,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
ngalangalayan,station,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
kiling,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
paliding,car,Formosan-ePark/Final_XML/ep2_學習詞表/Puyuma/Jianhe_Puyuma.xml,standard,Jianhe,lexeme,train
