trv,english,source,kindOf,dialect,row_type,split
saqic,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bawah,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
camaw,light,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
omok,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
osak,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rotiq,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
capang,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
pngerah,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kadi,net,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
koroc,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
patas,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
loboy,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
poro,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
daqoc,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qlapaw,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qmoro,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
wawi,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ddiyon,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
cbracan,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rosoq,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
wihi,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sara,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sasing,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
baciq,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
slaw,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
waho,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
singpoki,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
topih,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
treybi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
paypo,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
tpono,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
toting,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
yayo,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ssoros,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rawa,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
elo,road,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ayo,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bwihor,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bnaqi,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
dxral,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
yayong,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
lango,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bboyo,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
iyax,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bling,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
lhngaw,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
siba,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
lhngaw,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
btasil,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
twelaq,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qmoyox,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
hidaw,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
idas,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
karac,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
pngerah,star,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qoyox,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
hoda,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
misan,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rbawan,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
browa,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
drmol,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rolong,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qrngon,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
liwaq,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
poniq,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
hoda,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rono,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sasaw,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sipa,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rngecox,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
srwasaw,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qrpohan,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mkong,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sapah,home,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bnlingan,window,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
nlok,door,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
btasil,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
knoroh,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
hakaw,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
beywi,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
oroc,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qlqahan,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qnabil,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rpon,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
dmamox,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
oyong,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kman,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ciwa,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
koson,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
saya,today,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mrbo,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
diyan,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mnkong,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
lmotoc,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rmdax,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
nxan,future,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kman,night,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
nanji,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kngkawas,year,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kddiyax,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
saya,now,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
baraw,above,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
brah,front,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
trahoc,below,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
cka,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ngangoc,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
siyaw,side,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
dodox,top,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
noda,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
tmabon,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
tmokoy,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
cakor,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kaor,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
aoc,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rpon,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
hiriyo,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bhniq,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sbrangan,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bodi,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sngraki,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
poniq,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
psaniq,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
spi,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
smiyos,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
pnrholan,church,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
smratoc,misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
otox,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bonoh,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
lokos,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
tminon,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ribon,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mhliq,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
habok,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kri,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sqmamas,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
waray,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
tahawak,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
torah,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ocox,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
baso,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ddeyngsya,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rolo,car,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kisya,train,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
idaw,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qsiya,water,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bowax,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sinaw,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
timo,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
balong,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
abora,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
knox,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bo,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sokay,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
daykong,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bowax,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
maco,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sato,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
siyang,pork,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bicon,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
odongko,flour,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mbhoway,white,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mqalox,black,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mbanah,red,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mcays,yellow,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mkdamay,brown,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mqbolic,grey,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
msama,green,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rakaw,color,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
oyas,song,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
morox,alone,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mntna,identical,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
alang,tribe,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
diyax,day,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
iyaq,yes,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
kari,language,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
biyax,strength,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
dngosan,target,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
dongos,meaning,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
knkrayan,price,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
ddiyon,purpose,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
msqcoqi,late,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
sbari,sell,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
osa,go,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
rmawah,open,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mari,buy,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
bqani,give,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
awah,come,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
knbarox,lend,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mksa,walk,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
wada,go,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
skaya,fly,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
dhoq,arrival,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
qdoriq,flee,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mtmay,enter,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
pspaox,overturn,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
adas,bring,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mdakil,growth,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
moway,present,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mntoting,drop,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mstto,uphill,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
meysa,ask,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
hmri,pour,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mqori,go,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mkarang,climb,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
pswayay,separate,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mkbonoh,wear,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
cmriyo,appear,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
tlong,sitting,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mhiyo,standing,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mpeyyah,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mnosa,gone,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
mkkarang,crawl,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
tqita,visit,Formosan-ePark/Final_XML/ep2_學習詞表/Seediq/Duda_Seediq.xml,standard,Duda,lexeme,train
