sxr,english,source,kindOf,dialect,row_type,split
'arivongoa,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siasohlatʉ,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ta'ʉhla,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
savoanʉ,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tenao,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
saonga,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siriakaihli,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siakilia,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takʉmʉnʉ,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kiana,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
talako,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
oatapihli,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'avangʉ,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
latipi,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vara'a,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tapangoa,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kima'a,light,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vʉrʉkaʉ,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
racosiriaʉrangʉ,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'aʉrʉ,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
carʉvʉ,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takopihli,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sapoarʉ,net,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siriarʉarʉ,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sohlatʉ,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahloko,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lovoco,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siakakaoro,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ariia,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
latipi,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
taarʉ,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vasarʉ,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ahlingo,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pahlivinga,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kʉsʉngʉ,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
talangahlʉ,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
taisingi,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tariasangiia,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ahlingo,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siiahlavo,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siriakoco,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ta'oroca,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sipariavavaratʉ,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tangʉtia,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siparatahlʉkʉtʉka,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ahlingo,television,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
paanola,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tatopili,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siasamoso,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kalasʉkasʉ,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sala'a,road,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlohlongo,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
varatʉ,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lavoko,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlica'a,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sakʉrahlʉ,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
taihlicoa,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ilangicana,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tavaahlia,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahloro,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'aravangʉ,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sʉsʉsʉngʉa,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahlongohlongo,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vatomangihlala,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
talasa,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omosahlʉ,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahliaria,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
volahlʉ,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
langica,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'acangʉrahlʉ,star,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
osahlʉ,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
orohla,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'amisana,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ahlamacicia,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sololonga,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pahlamʉra,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lolonga,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vovola,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'apalata,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
apohlo,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
orohla,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tʉlʉlahlʉ,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ilipi,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pariavaratʉ,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
orohla,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sahlomotosoa,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ahlavʉngʉlaia,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
patʉkʉtʉnʉmʉ,seaside,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ahlaosahla,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
valahlʉvahlʉ,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pariavavaratʉ,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
salia,home,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
cingarʉ,window,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sipangʉhlʉva,door,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ariatʉkʉrana,school,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vato'o,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlialovo,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tokoso,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahloavʉ,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tatiahla,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'oloso,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sipailalʉngʉsa,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'ahlivi,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tahliolo,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omalovo,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pihlingana,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
rovana,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kiira,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
matata,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
arinani,today,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kimatata,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sihlianʉ,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sʉsʉma,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
takoahlosohloso,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aisavʉrʉnganʉ,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
cocoaari,future,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vʉrʉnganʉ,night,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pakiiatoroa,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
caihli,year,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aariaari,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kani'i,now,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
rʉrʉmanʉ,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kopaohlaohlangʉ,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ivavo,above,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ahliacovonga,front,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lika'a,below,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aisa,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vahlita,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
patʉkʉ,side,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kongokongo,top,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'aratingi,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
micalivi,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
moaomoma,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
marikava,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
omaʉrapʉ,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lomalʉmʉkʉ,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
siriakava,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kakamalʉ,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
talimao,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
risakʉ,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tasʉ,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlʉpʉ'a,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vooro,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
paahla,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ripasʉ,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pangʉ'ʉ,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlahlito,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
palisia,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
saliri,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tavaivala,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
apikaonga,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sarapongo,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tikoro,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
torararaporo,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vanokanoka,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mivirisi,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'arisapʉta,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ʉrangʉ,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ʉmʉcʉmʉ,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlitakirʉngʉrʉnga,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tokapʉ,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'angʉpongosoa,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'arivovoa,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ariatia,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lapai,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tapongo,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pariahlahlapa,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
lingicihli,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ooro,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sahlomo,water,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ʉvʉraʉ,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
camai,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mapaci,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maihli,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'asarʉ,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'orai,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
pahlo,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'aao,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tavangahla,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
posiiamʉ,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
hlipahlasahlosahloma,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
ʉvʉcʉngʉ,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kamosia,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
papatahlakʉ,pork,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
soova,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
'olongoko,flour,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mapohli,white,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
malicʉcʉ,black,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
matavohlio,red,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
vitonga,purple,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
mahlisarʉ,yellow,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tamahlimahlisarʉ,brown,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tamalimalicʉcʉ,grey,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
malangihlo,green,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
tapaʉ,color,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sahli,song,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
miacaciacihli,alone,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
maraiiahlʉ,identical,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
miararoma,tribe,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
aari,day,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
kari,language,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
manganʉ,strength,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
oalava,target,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
sitakoamia,culture,Formosan-ePark/Final_XML/ep2_學習詞表/Saaroa/Saaroa.xml,standard,UNKNOWN,lexeme,train
