ckv,english,source,kindOf,dialect,row_type,split
lobas,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tissan,seed,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
omei,plum,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tebako,tobacco,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kepowa',cotton,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
biyabas,guava,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sodad,book,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kelisiw,money,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mali,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
takan,table,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
dingwa,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bilo,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qaddan,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
iyo,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tiannaw,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qawsoa,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
doki,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kaw,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rais,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lazom,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pising,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
niniR,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rabis,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bawa',ship,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sait,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bilo,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bekisi,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
dingki/sinot,light,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tob,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sakiz,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zaqi,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siqaR,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kaysing,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
salil,net,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
RiRi,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tepolok,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
awa,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lobos,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siansi,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
potaw,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qipitan,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qinpan,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
akaway,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paningoan,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Ribang,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bedayang,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
peRasko,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qadod,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
piyaz,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siasing,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sabon,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
inat,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soboq,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paiz,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pilit,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tilibi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sisil,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ingRoan,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
samokon,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sayto,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sasopasan,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qawas,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lazan,road,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
iRoR,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bali,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
boqan,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melanay,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
iRoR,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
betoq,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
paRpaRin,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ngaqat,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
poRoR,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
meRaiRoR,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pongkang,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
boRang,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toqtoq,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mozan,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sezang,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bolan,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
deddan,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
boletedan,star,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ozan,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soRena,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lezon,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sekawalo,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zengzeng,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
oRas,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lanem,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qiReb,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lizap,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Ramaz,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soRena,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
otoz,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ningo,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
banged,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soRena,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sapispis,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
laop,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
samolayan,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lazing,seaside,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
semiaRaR,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qeliwaRwaR,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
metama,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tedem,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mebanged,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
leppaw,home,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
dengat,window,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ineb,door,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
taqsian,school,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
betto,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
senizas,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sazan,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pappay,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qatadan,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
taqan,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toqazan,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
nasan,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lineng,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siR,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
posenizas,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toqeb,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qaRabi,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siRab,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temawaR,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tangi,today,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
taRbabi,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
teRi,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tedem,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
menotoz,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toRantoRabi,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qidat,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qotoan,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qosazoi,future,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qaRabi,night,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemadanan,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
doki,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lipayan,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tasaw,year,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pitemawaR,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
setangi,now,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qenabinnosan,birthday,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
teReq,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tanian,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
babaw,above,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
ngayaw,front,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
libeng,below,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tebteb,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tati,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kinil,side,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toqos,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
melaziw,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qemoRas,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temabi,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temaqsam,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
metazoq,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tabi,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sawki,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tatak,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
soko,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
hiliw,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rami,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pani,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
senobongan,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pan,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pissa,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qanas,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pelisin,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rapotoy,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
pakaysing,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kiwkay,church,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
palilin,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
koit,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kobo,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qodos,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tomnon,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kon,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
masebit,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bongot,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
balon,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qeRiw,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
temamak,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lawa,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zepo,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
silit,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Rakon,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
kondosi,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tibay,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tosongan,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qodos,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
baso,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zitinsia,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
taya,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
qiton,car,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
gasoling,train,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
'may,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
zanom,water,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
beRas,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tamon,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
Raq,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
wano,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
tiRoR,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
siti,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sano,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
salang,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
saytaw,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
sabaq,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
RoaRo,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
lozay,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
waneng,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
toami,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
mihon,flour,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
bosaR,white,Formosan-ePark/Final_XML/ep2_學習詞表/Kavalan/Kavalan.xml,standard,UNKNOWN,lexeme,train
