xsy,english,source,kindOf,dialect,row_type,split
laleke:,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaka:at,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'iyo',medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tiyaenaw,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ra:ma',umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
toki:,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaka:i:,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sina:iS,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ti'a',needle,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hawaw,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
zazi:iz,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
habiS,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
palono',ship,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakato:,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bizo',charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tanowan,bucket,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapahiyo',light,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahmek,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
SaSa:il,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kata:,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
poway,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
powawan,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tata:oS,net,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahiwa',saw,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
zinowas,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
talobong,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hobos,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'a'ibo:,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
yasam,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'a'apis,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
halapaw,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'eweng,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ka'alingo'an,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakrangi'an,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
balayan,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
binbiniSitan,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ngongo:o',spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Sara',dish,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'inalingo',photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
babaehi',soap,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakowaS,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaway,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kabo:bo:,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
koloban,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapak'iya'zawan,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tilibi:,television,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'inaro:,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
katakSipene'an,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
konon,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakaltatimae',cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tati:iS,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kala',basket,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
lolongan,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ba:i',wind,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bonaz,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ra:i',soil,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ba:la',stream,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
waswasal,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaehkaehoyan,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ponoehba:,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hinoroe',cave,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kalhib,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hinhinbetelan,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'at'ataSan,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kalhib,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kar'al,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
poSpoS,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'omoral,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahila:,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ilaS,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kawaS,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bintoe'an,star,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'a'oral,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahola',snow,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'amiSan,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
haba:an,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bi:wa',thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
lamo:,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
homom,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kasbol,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
palomikas,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hapoy,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahola',ice,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
laliw,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
la:ong,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ba:yoS,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahola',frost,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tinoroe',drip,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hinaw,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
naba:an,spring,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
na'amiSan,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
heheb,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ba:yoS,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
paynaehpo',sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
taew'an,home,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hinohaes,window,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'a'leb,door,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakiSka:atan,school,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bato',stone,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
sinakeban,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
haleb,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hataS,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kata'owan,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kae'er,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahangaw,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
latar,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
binlengan,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
saksaka:,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
somakeb,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hae:wan,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kahiya',yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rim'aen,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaysa'an,today,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ririm'aenan,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hila:an,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'iwazwaz,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tinisikas,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
karim'aenan,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
mayhael,future,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hae:wan,night,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hila:an,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hin-,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaSangayan,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tinal'oemaeh,year,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'isahini,now,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'i:zo',inside,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ha:aw,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
babaw,above,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
wazwaz,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
latar,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
langi:,side,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
sinakeban,top,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kalihokan,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
payziza',pass,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
komerker,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tal'oemaeh,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tomokoeh,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'a'amar,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahiwa',scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tatawae',backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
saksaka:,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hiliyo:,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
minpazayan,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
boehoe:,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hobak,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hoSoS,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tatabo:,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
wawatos,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
poSiyan,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kaSpi',dream,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
komawa',witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakiShabonan,church,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
paSbaki',pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pit'aza',misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
habon,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tatpo',hat,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kayba:en,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tomnon,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahngae',pants,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
minSawi',torn,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapaSket,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapaksel,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kakiw,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
rememe:,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tinnon,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hahoway,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
wa:ay,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
totoS,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapakbo:ol,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tawyaeh,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapohima',sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
katoeh,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
baSe',bus,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ritinSiya',bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ka'intani'an,station,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kapapama'an,car,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kalihapoyan,train,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pazay,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ralom,water,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
Si'Si',rice,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tatimae',dish,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pinobae:aeh,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
timo',salt,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'oesizo:,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
zazalas,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
sinazek,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
kasnaw,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
hewek,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
sitaew,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ka:mez,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
siningo:,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
tata',millet,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
walo',sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'ayam,pork,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
wa:ay,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
bolalasan,white,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'elngihan,black,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
ngangilaehan,red,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
pezngesan,purple,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
habiyalan,yellow,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
habhabiyalan,brown,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
'oelpoehan,grey,Formosan-ePark/Final_XML/ep2_學習詞表/Saisiyat/Saisiyat.xml,standard,UNKNOWN,lexeme,train
