ssf,english,source,kindOf,dialect,row_type,split
qpiqpit,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
laqop,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
poqo,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhkanizoan,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
aniamin,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qashay,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pan,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kaka'on,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
washo,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pashtirotiroq,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
daoqan,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tatioz,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
falay,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rafirafiz,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qayo,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tian-sii,television,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
patongqaolh,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shqoronan,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tatitish,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhalhahi,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
saran,road,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
waqrath,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fari,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
bonaz,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
proq,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
falhaza,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
wazaqan,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
toqash,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mabraq,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tomboz,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
boqan,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
roko,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fato,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qinot,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qosazin,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tilhaz,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
foraz,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qali,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kilhpoz,star,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qosaz,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
olhza,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mabarombon,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
samoq,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
orom,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qombo,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
konlhari,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
apoy,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
olhza,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rinoz,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
bahi,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shiraos,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
olhza,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tosoqin,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shmainanao,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qariwazwaz,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mahomhomiza,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shmiraos,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tilhazin,sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
taon,home,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
paziwat,window,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pitaw,door,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fato,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tafoq,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
farokoz,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
talhoqan,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pothaqithaqian,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qros,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
farokoz,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
danshiqan,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pinazim,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
thapa,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanarikos,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanlhoan,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tilha,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
simaq,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
thoini,today,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shashano,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qali,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mahomhom,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
malhitoz,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mintanafazfaz,midnight,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
malhias,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kahiza,future,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanlhoan,night,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
saqazi,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tilhaz,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kawash,year,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
thoini,now,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
itmaz,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
intoa,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanafaw,above,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanamoqtha,front,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tanaraos,below,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fazfaz,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
isaran,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shirshir,side,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makafaw,top,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
potot,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
monsai,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
malhakath,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
poqnoan,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
finshiq,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
finshiq,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
wandan,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qaqlhit,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
aqor,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pash'aniaminan,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pahaq,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
minaboot,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fotolh,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
rapo,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhpazishan,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shi'a'ail,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pot.hoom,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qafay,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
parshian,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
matiashaq,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
hahohahoy,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
balinoqaz,church,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
Los'an,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qali,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tamohon,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
holos,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tonoon,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
sasoakon,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
moplhiq,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
patikrin,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tatilhbo,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
klhiw,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kalisia,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqosom,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tapaha,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
bzahin,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
korin,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhtapako,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
baon,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
ba-so,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
barimbin,car,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
afo,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
sazom,water,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
zashoq,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pania'an,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qilha,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qtilha,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qarithoy,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhimash,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shazik,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shnir,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
bailo,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
sai-poo,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pazay,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhalhotha,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kamar,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kamsia,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
toa-mii,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mi-hoon,flour,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mapozipozi,white,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqosoqosom,black,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
maqolhaqolha,red,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
matinaq,purple,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shadonan,yellow,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
madilan,brown,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mapoqshiw,grey,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
madishlon,green,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kalisia,color,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qoyash,song,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kamamori,alone,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tataal,identical,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kataonan,tribe,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qali,day,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
oa,yes,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lalawa,language,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
koshwit,strength,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kazakazash,culture,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
nomanoma,various,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pasanoman,purpose,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
saqazian,late,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
qondop,close,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fariwin,sell,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mosha,go,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tmana,open,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
fariw,buy,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhai,give,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
monai,come,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shmimol,lend,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mondadaan,walk,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
marfaz,fly,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shaonanai,arrival,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
man'ashkaz,flee,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
motmaz,enter,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kashongkariri,overturn,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kmatho,bring,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
lhongqoz,growth,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
panaqa,present,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mathathak,drop,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makonafaw,uphill,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makoiza,ask,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
smoriz,pour,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pashnasahai,go,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
makorada,climb,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shodahda,separate,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tamohonan,wear,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mo'apaw,appear,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
milhongqo,sitting,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
milhalhilhi,standing,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
amonai,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
moshaiza,gone,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pakolhana,crawl,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mriqaz,visit,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mimparaw,jump,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mimparaw,dance,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pongqaqaodin,hang,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
matinhina,play,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
kmotafalh,sting,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
pafthiq,shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
taobokbok,stumble,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
psaq,kick,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
shmokoth,push,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
tmalah,felled,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
poshashishi,shake,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
moton,break,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mangkakalay,tremble,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
mapa,carry,Formosan-ePark/Final_XML/ep2_學習詞表/Thao/Thao.xml,standard,UNKNOWN,lexeme,train
