pwn,english,source,kindOf,dialect,row_type,split
mali/bolo,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
cokoi,table,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
dinwa/ljingas,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sivecivecik,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sangel,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
cemel,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tinnaw,computer,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ljinay/kawsowa,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kaljat/toki,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kelay,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
calis,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
djaom,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ricing,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sirisir/sara,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
siqono,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
varokor,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sipitj,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qidong,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
dingki,light,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
caqev,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
soroc,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kacal,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjapaq,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
aray,net,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
rizariz,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qadopo,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kopo/kadrokadrong/katjotjong,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
lobok,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ciro,turner,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
potjaw/valjes,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qecap/qacip,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qerengan/taqetaq,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qocos,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qailjongan,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
torivecan,tool,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
pariyok,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kana,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kizing,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sala,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sasing,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
zaqo,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
garoc,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sikao,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
paizan,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
siwoi,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tinpingsiang,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tilivi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
laljing,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qoloqolo/sili,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
pangol,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
hocio/caito,cleaver,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
siqevoqevotj/siolaolaw,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
poror,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
djalan,road,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
veljeloan,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vali,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vodas,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qipo,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
pana,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
layo,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kasikasiw,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ngasa,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
lala,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kovolj,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
maroqalo,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjagolj,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjaljitiw,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qemodjalj,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qadaw,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qiljas,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kalevelevan,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vitjoqan,star,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qodjalj,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
solja,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kaljaoraman/kaljaljaljeqelan,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kaljacoljoan,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
celalaq,thunder,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ljadjek,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qerepos,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
cevolj,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ladjap,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sapoy,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
koli,ice,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
loni,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kakakaka,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vali/benoho,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
solja,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
dalek,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
zemaljom,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ljemavekan,seaside,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kaljaqodjaljan/kaljakiceragan,autumn,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qoljivangraw,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
maledep,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
masolem,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
venali,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
cemedas,sunrise,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
omaq,home,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qezong/mado,window,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
paljing/siqeljevan,door,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kakitoloan,school,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qaciljay,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qaljiw,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjakodrang,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tapatapaw,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kaya/kakivaliyan,toilet,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qeloz,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjaljetjalj,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kacasavan,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
djeljep/kabi,wall,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kobaw/kovekov/salang,barn,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qemaljiw,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qeljoqeljowan,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qezemezemetj,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tatiyaw,yesterday,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
notiyaw,tomorrow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kadjamadjaman,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
maoqadaw,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
zemezeman,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
patjavililj/patodor/ljemezeljez,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
teljar,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
nongidangida,future,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qezemezemetj,night,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
milingan,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
niciyo,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
cavilj,year,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
toco,now,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
roamodj/riamodj,top,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
potopotong,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
cemalivat,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
masik,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
venelid/temovolj,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjemogot,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
temalem,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tovolj/voka,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
drokodrokong/tjakit/tjakaokaw,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
capelay/titaw,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kobaw/kovekov/salang,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
colj/qalom,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
djamiyang/ljamiyang,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vetjeljatan,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
voloq,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vakela,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
pan,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
koang,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
dradrakoyan/cepeng,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
palisi,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sepi,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
lada,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kiokay,church,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
maljeveq,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sitjogotjogotan,misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
galalj,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjalopong,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
itong/kava,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
cemaqis,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kacakac,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tarar/tayar/qezetj,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
zakilj,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qemoljaw,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kaliljaw/sitongan,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
koco,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kala,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjovilj/vayavay,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vayar,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjavoy/ipolong,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kava/itong,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
baso,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
zidingsiya/didinsiya,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
sasekezan,station,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
tjokotjoko,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
palidring/zidosia,car,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kisiya,train,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
kinsa/tjinaljek,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
zaljom,water,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
paday,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
djamay,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
vava,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qatiya,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
aljo,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
qecilo/tamago,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
abola,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
ngoljingoljan,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Southern_Paiwan.xml,standard,Southern,lexeme,train
