tsu,english,source,kindOf,dialect,row_type,split
tposʉ,book,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peiso,money,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mali,ball,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pangka,table,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tenva,telephone,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
empico,pen,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ca'hʉ,chair,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
s'os'o,medicine,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
oyofnga,umbrella,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hoomzahie,watch,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kosʉ,hook,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
teesi,rope,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feezo,needle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ehti,twig,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hahino,sieve,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fo'fo,knife,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'apangʉ,ship,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hasami,scissor,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ksiksi,charcoal,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tengki,light,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fofeʉ'sʉ,lid,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
totkisa,spatula,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kanti,filth,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
paceofʉ,quilt,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
takobingi,bowl,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
keʉpʉ,net,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
noko,saw,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
saiptoko,paper,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
soetohvʉ,cup,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
efoco,bag,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peʉcngʉ,axe,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sko'eacpana,tong,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hopo,bedding,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
p'ongo,stalk,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hoo'ongka,mirror,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tngoo,wok,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pania,bottle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
takieingi,spoon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sala,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ho'ongka,photograph,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
savongo,soap,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
koekopsʉpsʉ,comb,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sosvinana,sling,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
eopoepiana/eopoepzana,fan,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tvoyohoa,refrigerator,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
televi,television,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
po'oyoa,pipe,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
otoeva,pillow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
poto,hammer,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
smaofsoso,eraser,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yongko,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ceonʉ,road,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
va'hʉ,creek,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
poepe,wind,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
efoefo'o,sand,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ceoa,soil,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
c'oeha,stream,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
topngo,lake,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
foengo,forest,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
aaskiti,crevice,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feongo,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yohcoyo,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feongo,cavern,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
voveiveiyo,grassland,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yo'honge,canyon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peʉh'ʉta,cave,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yaaskioe,rock,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
soyoi,cascade,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mʉchʉ,rainy,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hie,sun,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feohʉ,moon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
engʉca,sky,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
congeoha,star,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tnʉyʉ,rain,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yoho,snow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hosoyʉma,winter,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
homo'eina,summer,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
smoo,dew,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mvʉecʉ,cloud,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feofeo,smoke,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
moi'hocʉ,lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pozo,fire,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
motoevi,earthquake,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ongko,shadow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cmoeho,typhoon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yoho,frost,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cicvi,drip,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
toolongʉ,flood,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hiyoyo,rainbow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
meove,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'eopsi,dusk,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cmoeho,typhoon.,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
emoo,home,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pethʉ'ta,window,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
phingi,door,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'oyonatmopsʉ,school,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fato,stone,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sofʉ,roof,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hiapeoza,bridge,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
teova,shack,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sʉesʉ,pillar,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
p'etotonga,stair,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
coca,courtyard,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
smofʉ,roofing,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ciengona,backyard,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yofna,evening,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
maitan'e,today,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taseona,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hie,daytime,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feʉngna,darkness,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
acngoho,continue,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tiskova,gleam,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
feʉngna,night,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
maikayo,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tonsoha,year,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hohocmasi,everyday,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
'ayomona,inside,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
skoskopna,above,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tohco,front,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peohna,below,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taico,middle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yafana,outside,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ciengona,side,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
bokeo,top,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
spispi,nook,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
socaefi,pass,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
momo,hoeing,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ef'ongʉ,plowing,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
miyapo,sowing,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tmohco,seedling,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kosʉ,rake,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taimao,backhoe,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
koabangno,manure,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yas'i,straw,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yanosoyo,bow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tʉ'sʉ,arrow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
topana,bait,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fsoyo,gun,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
skayʉ,basket,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
peisia,taboo,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cei,dream,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
booyoifo,witchcraft,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
kiokai,church,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hico,ghost,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ceopngo,hat,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yʉsʉ,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tme'si,weave,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
aekieki,torn,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
paiftonga,headdress,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
snoepota,belt,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ngei,ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
p'otatposai,stain,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yʉteʉ,cloth,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sapiei,shoe,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
keito,yarn,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taf'o,skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
keoe'i,breastplate,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
soyo,sleeve,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
vaso,bus,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
zitensa,bicycle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
seʉzʉ,tire,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
koyai,car,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
naveo,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
chomo,water,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fʉesʉ,rice,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
emi,wine,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sieo,salt,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sʉhsʉ,honey,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fcoyo,egg,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hʉsʉ,oil,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
na'aona,taste,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
siyo,soup,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
taikong,daikon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fʉesʉ,grain,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cohma,porridge,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ton'o,millet,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
simeo,pork,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sova,noodle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mienfʉn,flour,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
koa'onga,black,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fʉhngoya,red,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
cʉʉso,purple,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hof'oya,yellow,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
enghova,green,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tatposa,color,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
pasonaenva,song,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
iachi,alone,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
totiski,identical,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yoo,tribe,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hie,day,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
zoo,yes,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
h'oe'ea,language,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
tonʉ,strength,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
atohco,target,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
a'a'aosna,meaning,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mav'ov'o,various,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hophina,price,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ti'a'aosna,purpose,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
emʉtʉ,close,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
phieni,sell,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
ohta'e,go,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
paavi,open,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mhino,buy,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
fii,give,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mino,come,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yoevaho,lend,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
coeconʉ,walk,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
mongoi,go,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
toesoso,fly,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
sʉc'ʉhʉ,arrival,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
toekameosʉ,flee,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yʉmeʉmʉ,enter,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
popoya,overturn,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
hafa,bring,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
yosohci,growth,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,lexeme,train
